SWIN,SWOUT,SWNET,LWNET,EH,EE,melt [cm ice eq. day]
355,-152.65,202.35,-66.885,115.36,-19.519,6.5252
425.3,-182.88,242.42,-66.61,119.54,-14.413,7.9252
174,-74.82,99.18,-34.66,101.9,-11.5,4.3701
32.83,-14.117,18.713,-32.235,102.08,-10.061,2.2143
-1.74,0.7482,-0.9918,-29.814,62.785,-6.5259,0.71804
-4.282,1.8413,-2.4407,-29.72,89.199,-36.859,0.56925
-4.074,1.7518,-2.3222,-34.364,65.064,-23.091,0.14914
-2.932,1.2608,-1.6712,-35.038,72.446,-33.889,0.05212
-1.997,0.85871,-1.1383,-35.513,71.187,-35.167,-0.01781
-3.111,1.3377,-1.7733,-5.9985,64.527,-10.279,1.3111
-1.912,0.82216,-1.0898,-3.8701,70.626,-1.6794,1.805
0.949,-0.40807,0.54093,-4.1191,49.561,0.39642,1.3083
8.19,-3.5217,4.6683,-5.3308,42.433,5.7395,1.3402
29.23,-12.569,16.661,-5.2963,40.95,9.7304,1.7503
89.7,-38.571,51.129,-10.331,56.548,17.412,3.2373
104.4,-44.892,59.508,-9.5952,46.127,17.679,3.208
114.2,-49.106,65.094,-10.085,32.368,14.291,2.868
140.1,-60.243,79.857,-9.489,35.746,12.381,3.3427
126.3,-54.309,71.991,-6.1548,9.0603,3.2792,2.2053
130.2,-55.986,74.214,-8.8359,26.981,8.8941,2.8563
186.4,-80.152,106.25,-13.429,44.766,15.936,4.3308
341.7,-146.93,194.77,-31.369,35.977,12.509,5.9772
210,-90.3,119.7,-24.568,64.983,22.681,5.1566
237.4,-102.08,135.32,-46.312,73.912,14.303,4.9993
184.7,-79.421,105.28,-59.922,83.711,3.5031,3.7398
119.2,-51.256,67.944,-59.606,97.418,-5.5163,2.8277
76.63,-32.951,43.679,-30.099,87.364,-3.3675,2.7526
21.22,-9.1246,12.095,-34.776,83.786,-1.8215,1.6724
-0.432,0.18576,-0.24624,-37.324,68.358,-1.1187,0.83698
-2.679,1.152,-1.527,-38.132,67.525,-4.2436,0.66639
-2.637,1.1339,-1.5031,-40.407,63.878,-10.276,0.32984
-3.372,1.45,-1.922,-42.14,52.973,-9.2739,-0.010254
-3.227,1.3876,-1.8394,-43.794,54.805,-15.41,-0.17597
-3.066,1.3184,-1.7476,-13.541,53.219,-24.905,0.36742
-3.604,1.5497,-2.0543,-14.051,46.349,-23.103,0.20145
