SWIN,SWOUT,SWNET,LWNET,EH,EE,melt [cm ice eq. day]
224.6,-51.658,172.94,16.044,274.2,212.82,19.07
571.3,-131.4,439.9,-9.9352,283.04,213.36,26.133
793.3,-182.46,610.84,-26.624,294.84,230.74,31.307
582.8,-134.04,448.76,-7.672,310.7,244.53,28.106
827,-190.21,636.79,-25.414,308.74,240.65,32.745
835,-192.05,642.95,-23.907,312.82,240.26,33.065
365.8,-84.134,281.67,-0.66053,282.91,187.99,21.211
268.8,-61.824,206.98,-3.8479,311.61,209.5,20.43
188.6,-43.378,145.22,-19.742,334.99,237.18,19.681
112.4,-25.852,86.548,12.198,283.23,241.94,17.6
54.91,-12.629,42.281,10.065,245.75,227.16,14.817
9.93,-2.2839,7.6461,7.8899,237.16,219.12,13.31
-1.367,0.31441,-1.0526,-11.384,35.242,29.302,1.4699
0.779,-0.17917,0.59983,-14.472,0,0,-0.39134
-0.459,0.10557,-0.35343,-17.266,0,0,-0.49704
-1.753,0.40319,-1.3498,-20.715,0,0,-0.62245
-1.506,0.34638,-1.1596,-12.468,6.4124,4.9839,-0.062946
-0.982,0.22586,-0.75614,-9.8311,0,0,-0.29866
0.548,-0.12604,0.42196,-16.803,0,0,-0.46209
0.589,-0.13547,0.45353,-31.688,0,0,-0.8811
2.139,-0.49197,1.647,0.20259,0,0,0.052177
1.981,-0.45563,1.5254,0.24538,0,0,0.049952
9.2,-2.116,7.084,0.069802,0,0,0.20181
62.9,-14.467,48.433,-11.661,0,0,1.0373
146.4,-33.672,112.73,-17.458,0,0,2.6875
226.4,-52.072,174.33,-24.185,7.0399,5.1578,4.5796
603.5,-138.81,464.69,-50.343,12.351,7.2945,12.243
986,-226.78,759.22,-63.36,6.995,2.9091,19.909
902,-207.46,694.54,-62.245,12.634,4.9557,18.333
892,-205.16,686.84,-60.773,17.24,6.4734,18.33
830,-190.9,639.1,-58.567,23.607,8.8234,17.292
717,-164.91,552.09,-60.076,14.007,4.9093,14.413
560.2,-128.85,431.35,-57.644,0,0,10.542
373.6,-85.928,287.67,-23.112,0,0,7.4631
95.4,-21.942,73.458,-32.035,0,0,1.1685
11.3,-2.599,8.701,-38.588,0,0,-0.8431
-1.039,0.23897,-0.80003,-40.297,0,0,-1.1593
-0.877,0.20171,-0.67529,-41.294,1.4271e-34,8.3215e-35,-1.1839
-1.047,0.24081,-0.80619,-43.95,0,0,-1.2626
-1.177,0.27071,-0.90629,-46.06,0,0,-1.3249
-1.726,0.39698,-1.329,-46.83,0,0,-1.3585
-1.352,0.31096,-1.041,-47.518,0,0,-1.3698
-1.592,0.36616,-1.2258,-49.708,0,0,-1.4368
-1.129,0.25967,-0.86933,-50.604,0,0,-1.452
-1.352,0.31096,-1.041,-19.86,0,0,-0.5896
-1.588,0.36524,-1.2228,-20.273,0,0,-0.60639
7.005,-1.6111,5.3939,-22.917,0,0,-0.49431
84.4,-19.412,64.988,-28.977,0,0,1.0159
305.7,-70.311,235.39,-42.129,0,0,5.4518
554.6,-127.56,427.04,-53.501,0,0,10.537
722.6,-166.2,556.4,-59.546,0,0,14.016
828,-190.44,637.56,-64.569,3.0795,0.8886,16.276
883,-203.09,679.91,-63.234,4.9705,1.2399,17.571
878,-201.94,676.06,-60.133,14.797,4.0352,17.906
818.8,-188.32,630.48,-56.971,15.781,3.4872,16.722
700,-161,539,-53.434,0,0,13.698
522.4,-120.15,402.25,-52.977,0,0,9.8528
253.7,-58.351,195.35,-22.35,0,0,4.8802
136.1,-31.303,104.8,-13.446,0,0,2.577
17.52,-4.0296,13.49,-30.855,0,0,-0.48984
2.09,-0.4807,1.6093,-11.849,0,0,-0.28886
-1.425,0.32775,-1.0973,-23.873,0,0,-0.7044
-0.743,0.17089,-0.57211,-36.654,3.2055,1.9952,-0.90341
0.873,-0.20079,0.67221,-34.912,5.0063,3.5925,-0.72333
-0.284,0.06532,-0.21868,-32.992,0,0,-0.93685
-1.027,0.23621,-0.79079,-37.165,0.00025947,0.00018517,-1.0707
-1.108,0.25484,-0.85316,-40.512,0.065978,0.046371,-1.1637
-0.889,0.20447,-0.68453,-39.087,0,0,-1.1219
-1.798,0.41354,-1.3845,-7.0851,0,0,-0.23892
-1.51,0.3473,-1.1627,-9.8866,1.0018,0.74039,-0.26255
