NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Pressure,Wind Speed
54.168,-32.8,56.285,-36.052,1.1735,0.12534,6.546,46.04,446.91,4.255
29.492,-28.65,54.559,-31.631,0.67055,0.13195,5.995,50.825,474.96,4.503
4.816,-24.5,52.281,-27.178,0.15287,0.2,5.444,55.61,500.21,4.751
0,-22.9,45.982,-26.02,-0.08288,NaN,5.33,55.23,492.88,4.266
0,-24.7,27.242,-17.495,-0.42183,NaN,4.983,55.75,485.65,2.703
0,-22.2,13.365,-8.5433,-0.49023,NaN,4.647,58.13,494.64,1.422
0,-18.8,19.232,-9.6915,-0.26121,NaN,4.233,63.81,527.47,2.247
0,-12.7,15.731,-3.4109,-0.010709,NaN,3.144,76.32,584.31,2.475
0,-4.1,9.2294,-2.5311,0.073297,NaN,1.739,85.5,592.33,2.626
0,-2.5,5.0383,-3.2531,-0.020165,NaN,0.698,92.3,593.36,3.572
0,-1.9,3.1139,-0.8445,0.010421,NaN,0.579,94.9,604.86,2.663
0,-2,5.0032,-6.0894,-0.08706,NaN,1.362,81,546.2,1.82
1.635,-1,17.568,-23.293,-0.14361,0.37404,2.372,67.34,488.08,3.67
32.918,-3.2,7.8985,-11.437,0.73853,0.13692,2.303,66.65,480.71,1.7
104,-8.8,4.0074,-3.9816,2.6863,0.10499,2.959,65.65,496.08,0.671
214.29,-25.3,8.893,-5.3472,5.4314,0.10414,3.982,63.7,517.37,1.106
263.65,-44.2,19.007,-2.6806,6.6512,0.10718,4.413,70.08,586.65,2.132
349.49,-55.8,29.056,-4.2239,8.9854,0.11252,4.971,66.95,582.72,2.893
493.55,-67.5,60.588,-21.938,13.109,0.11566,6.546,53.39,518.25,4.581
414.44,-65.15,57.042,-26.328,10.72,0.11587,6.9075,48.86,486.21,4.086
335.32,-62.8,52.771,-29.446,8.3457,0.11618,7.269,44.33,452.19,3.591
205.91,-46.7,47.321,-23.719,5.1571,0.11589,5.974,52.91,493.73,3.917
153.86,-34.8,66.179,-28.206,4.4299,0.1132,5.435,57.88,520.31,6.023
110.99,-26.45,40.526,-13.877,3.1366,0.11417,5.1285,61.62,542.25,3.909
68.12,-18.1,17.496,-4.4485,1.7791,0.11636,4.822,65.36,563,1.795
39.141,-12.9,26.376,-5.8598,1.319,0.1226,4.704,66.73,570.09,2.774
6.968,-11.3,28.533,-3.0051,0.59793,0.35181,3.895,73.7,594.94,3.623
0,-35.1,8.5188,-0.77863,-0.77181,NaN,3.86,74.16,597.18,1.091
0,-51.45,6.7454,-0.97652,-1.2886,NaN,3.0395,78.13,593.76,1.097
0,-67.8,4.9518,-1.2752,-1.8089,NaN,2.219,82.1,588.61,1.103
0,-68.5,7.0058,-5.1095,-1.8789,NaN,2.247,76.12,546.83,1.542
0,-67,6.0453,-8.8186,-1.9683,NaN,2.346,65.94,477.05,1.275
0,-65.5,5.292,-10.488,-1.9943,NaN,2.1085,62.915,447.52,1.2425
0,-64,4.5707,-12.005,-2.0151,NaN,1.871,59.89,418.84,1.21
0,-64,4.4459,-14.019,-2.0755,NaN,1.444,63.83,432.96,1.525
0,-63.7,4.8489,-18.274,-2.1757,NaN,1.241,64.04,428.1,1.935
0,-63.4,3.7568,-14.315,-2.0863,NaN,1.303,62.06,416.72,1.427
9.269,-63.3,2.2763,-9.4945,-1.7278,0.28036,1.212,61.92,413.07,0.929
88.69,-63.8,4.6947,-12.6,0.47914,0.11132,2.052,55.79,395.25,1.131
565.51,-77.7,27.165,-23.465,13.865,0.090674,6.051,43.3,406.21,2.219
662.58,-97.8,53.463,-38.335,16.359,0.10511,7.428,39.01,402.28,3.557
666.9,-96.5,137.42,-105.5,16.991,0.11575,7.99,34.59,370.63,8.5
857.3,-115.2,123.34,-74.919,22.3,0.118,9.31,33.24,389.45,6.549
761.5,-113,155.71,-88.159,20.2,0.11965,10.28,30.63,382.99,7.488
643.7,-89.6,140.48,-68.926,17.65,0.12159,10.37,32.72,411.59,6.694
413.34,-69.8,139.79,-66.706,11.753,0.12176,9.107,38.125,440.61,7.582
182.99,-50,134.56,-65.247,5.7068,0.12235,7.844,43.53,461.81,8.47
160.46,-47.8,103.04,-57.483,4.4633,0.12173,7.688,42.18,442.76,6.617
173.65,-55.6,63.17,-37.12,4.065,0.12475,7.513,42.21,437.81,4.151
78.64,-58.2,77.199,-44.963,1.486,0.13201,7.167,44.15,447.23,5.317
11.348,-51.8,44.081,-24.605,-0.59174,0.2092,6.474,48.57,469.13,3.359
0,-46.3,27.53,-13.064,-0.89803,NaN,5.543,56.05,507.65,2.448
0,-53.7,11.015,-2.8551,-1.2847,NaN,4.325,68.14,566.91,1.254
0,-51.3,7.0327,-2.058,-1.3068,NaN,3.32,73.89,572.79,1.043
0,-65.7,4.7264,-1.9778,-1.7758,NaN,2.589,77.22,568.39,0.899
0,-67.1,7.0929,-7.6208,-1.9078,NaN,1.969,74.95,527.85,1.775
0,-66.2,8.7897,-11.414,-1.9415,NaN,2.026,71.79,507.66,2.139
0,-66.3,11.556,-19.314,-2.0892,NaN,1.842,70.23,490.14,3.095
0,-66,9.38,-19.828,-2.1566,NaN,1.66,68.7,473.26,2.788
0,-66.1,9.4895,-26.336,-2.3399,NaN,1.457,66.62,452.31,3.214
0,-66.9,10.691,-33.67,-2.5355,NaN,1.499,62.52,425.75,3.52
8.161,-68.2,14.448,-37.204,-2.3356,0.25538,1.986,58.18,410.24,3.589
28.378,-69.6,10.346,-23.982,-1.5475,0.16731,2.319,55.38,399.88,2.2
378.52,-81.8,44.692,-33.936,8.6738,0.10811,3.718,62.72,500.04,5.923
763.8,-112.4,84.469,-24.53,20.067,0.11186,5.951,58.29,543.06,6.993
906.8,-137.2,74.713,-17.374,23.328,0.11618,7.917,50.52,538.64,4.65
959.65,-167.45,78.886,-31.558,23.683,0.11756,10.053,36.78,452.97,3.8675
1012.5,-197.7,76.275,-45.242,23.861,0.1188,12.19,23.04,326.98,3.085
998.8,-197.8,157.98,-87.228,24.592,0.12309,12.84,22.46,332.64,6.069
772.5,-177.2,146.71,-60.985,19.211,0.12712,12.7,27.51,403.72,5.698
774.6,-152.1,171.37,-59.127,20.727,0.12966,12.59,30.23,440.45,6.714
413.78,-129.6,125.01,-35.44,10.543,0.13345,12.42,32.81,472.73,4.964
339.56,-126.7,97.258,-27.896,7.9614,0.13773,12.28,33.11,472.68,3.906
175.2,-86.7,95.082,-18.317,4.6622,0.14143,10.35,42.4,532.64,4.527
10.847,-46.7,88.034,-10.827,1.1666,0.24306,8.42,51.69,570.27,5.148
0,-64.6,70.115,-3.6503,0.052602,NaN,7.143,58.97,596.37,4.831
0,-79.7,67.789,-11.524,-0.66109,NaN,6.315,59.53,568.73,5.28
0,-77.8,80.611,-8.1924,-0.15179,NaN,5.653,64.47,588.38,7.013
0,-77.5,71.449,-9.6666,-0.44339,NaN,5.3135,65.37,582.7,6.6145
0,-77.2,62.84,-10.937,-0.7136,NaN,4.974,66.27,576.93,6.216
0,-79.4,77.765,-18.74,-0.57476,NaN,4.371,68.24,569.57,8.76
0,-81.6,70.013,-32.956,-1.2565,NaN,3.701,68.13,542.52,9.32
0,-80.5,52.591,-34.471,-1.7597,NaN,3.1785,68.94,529.1,8.151
0,-79.4,37.646,-34.3,-2.1455,NaN,2.656,69.75,515.86,6.982
0,-80.6,24.142,-36.85,-2.6322,NaN,2.406,64.22,466.59,4.942
7.704,-78,16.329,-38.601,-2.6113,0.25493,1.827,63.27,441.09,4.4
86.68,-77.2,16.631,-32.716,-0.18631,0.12089,2.461,57.65,420.5,3.326
564.8,-102.3,53.91,-43.17,13.35,0.10463,6.113,44.4,418.31,4.339
720.9,-134.9,54.079,-32.549,17.138,0.11154,8.7965,35.575,402.61,3.025
877,-167.5,39.916,-21.976,20.521,0.11593,11.48,26.75,362.25,1.711
953.1,-195.4,80.517,-51.566,22.191,0.11586,12.63,20.04,292.75,3.138
1024.7,-204.7,111.37,-60.979,24.554,0.11967,13.12,21.78,328.54,4.181
916,-195.7,142.3,-57.234,22.719,0.12344,13.5,25.71,397.55,5.193
932.7,-186.1,174.65,-53.945,24.466,0.1275,13.51,28.89,447.01,6.371
263.1,-121.6,118.38,-24.791,6.6317,0.12881,11.91,36.82,512.99,4.899
175.41,-93.15,74.45,-21.066,3.8266,0.12945,10.54,38.81,493.76,3.48
87.73,-64.7,38.378,-14.629,1.3196,0.13139,9.17,40.8,473.53,2.061
68.78,-68.1,53.068,-18.884,0.9835,0.13734,8.36,44.96,494.01,3.126
10.299,-44.1,73.781,-8.419,0.89032,0.26698,7.087,57.49,579.17,5.123
0,-15.1,45.985,6.9724,1.0679,NaN,4.277,76.77,636.56,5.283
0,-35.6,54.429,-1.3251,0.49379,NaN,4.268,73.24,606.91,6.27
0,-56.1,62.828,-12.631,-0.16654,NaN,4.259,69.71,577.29,7.257
0,-60.4,63.443,-15.217,-0.34342,NaN,4.7295,66.175,566.36,6.601
0,-64.7,62.804,-17.506,-0.54732,NaN,5.2,62.64,553.97,5.945
0,-66,57.769,-18.364,-0.75024,NaN,4.497,65.885,554.78,6.3265
0,-67.3,51.65,-19.71,-0.99748,NaN,3.794,69.13,554.1,6.708
0,-67.15,53.218,-20.221,-0.96343,NaN,3.5425,70.875,558.11,7.404
0,-67,54.075,-20.582,-0.9452,NaN,3.291,72.62,561.79,8.1
0,-65.4,62.149,-27.727,-0.87389,NaN,3.145,72.6,555.87,9.74
8.151,-67.7,36.251,-20.23,-1.2279,0.17667,2.825,73.35,549.03,6.322
88.88,-70.9,33.525,-18.395,0.93401,0.10313,3.303,69.71,539.73,4.999
567.61,-88.3,59.946,-10.045,14.929,0.098746,4.861,67.03,578.96,6.072
755.8,-111.3,91.376,-4.9916,20.618,0.10873,6.942,59.76,596.09,6.482
901.9,-134.1,100.71,-3.032,24.415,0.11405,9.02,52.25,600.32,5.499
1006.1,-168.5,69.085,-20.656,24.995,0.11513,11.89,33.87,471.27,2.863
774.4,-168.4,55.398,-18.144,18.146,0.11598,13.49,28.31,437.47,2.025
661.1,-130,156,-50.922,17.946,0.12076,12.91,29.95,445.61,5.963
924.2,-157.8,142.41,-45.475,24.354,0.12481,13.44,28.74,442.67,5.232
464.41,-115.6,149.26,-32.711,13.128,0.12639,12.46,34.88,503.88,5.914
36.3,-40.4,73.035,10.863,2.2511,0.18719,7.362,63.71,654.03,4.889
49.49,-21.3,37.078,19.169,2.3819,0.15009,4.735,82.6,707.2,3.859
69.14,-34.7,31.423,8.5318,2.0987,0.12724,6.048,72.02,675.49,2.562
22.135,-46,17.681,6.0126,-0.0048312,0.18381,5.895,74.32,689.73,1.479
0,-62.1,22.087,6.1683,-0.95474,NaN,5.521,74.26,671.55,1.973
0,-67.3,30.166,6.7634,-0.85674,NaN,5.204,74.25,656.83,2.858
0,-68.6,22.182,2.5212,-1.2383,NaN,4.344,75.67,630.39,2.518
0,-68.4,40.578,-0.55935,-0.80063,NaN,4.373,72.91,608.63,4.577
0,-69.3,48.536,-4.4398,-0.711,NaN,4.216,72.17,595.86,5.681
0,-68.85,35.946,-12.145,-1.2708,NaN,3.7005,70.575,561.97,4.797
0,-68.4,25.218,-16.437,-1.6818,NaN,3.185,68.98,529.65,3.913
0,-68.7,21.979,-19.176,-1.8589,NaN,2.99,67.19,508.83,3.635
0,-69.1,20.788,-22.359,-1.9936,NaN,2.846,65.52,491.15,3.613
1.2055,-68.9,19.34,-29.166,-2.1868,0.65458,2.737,60.41,449.36,3.4945
7.538,-68.7,17.944,-35.356,-2.2165,0.2738,2.628,55.3,408.18,3.376
85.51,-68.4,15.695,-27.743,0.14279,0.1148,3.011,53.06,402.42,2.576
558.85,-90.2,25.704,-13.841,13.555,0.095273,6.34,49.86,477.17,2.003
728.08,-111.7,66.993,-25.711,18.552,0.10594,7.95,45.985,491.39,4.163
897.3,-133.2,122.37,-35.674,24.001,0.11246,9.56,42.11,501.73,6.323
883.65,-137.75,137.49,-31.305,24.037,0.11458,10.11,42.125,520.76,6.719
870,-142.3,153.49,-25.925,24.127,0.11675,10.66,42.14,540.43,7.115
433.55,-97.9,144.11,-24.672,12.838,0.11898,10.35,43.11,541.56,6.881
223.04,-61.5,116.19,-6.5818,7.6489,0.11772,9.32,50.35,590.31,6.16
257.97,-70.6,118.6,-11.078,8.3189,0.12373,9.445,48.755,576.43,6.207
292.91,-79.7,121.03,-15.732,8.9851,0.12824,9.57,47.16,562.28,6.254
107.8,-56.2,89.265,-11.259,3.6561,0.12358,8.54,51.14,568.81,5.168
48.348,-72.5,86.696,-19.553,1.2128,0.14063,7.749,51.47,542.52,5.53
5.189,-83.4,92.747,-25.277,-0.303,0.32072,6.928,53.89,537.02,6.617
0,-77.6,70.912,-23.803,-0.86015,NaN,6.238,55.66,528.94,5.618
0,-74.6,46.899,-18.026,-1.29,NaN,5.813,56.72,523.42,3.986
0,-74.5,24.968,-13.073,-1.7661,NaN,4.83,59.39,511.86,2.554
0,-73,19.518,-12.121,-1.8506,NaN,3.7395,65.125,520,2.5795
0,-71.5,13.959,-11.728,-1.9541,NaN,2.649,70.86,523.81,2.605
0,-71.3,8.5034,-10.517,-2.0682,NaN,2.246,69.92,502.25,1.873
0,-70.4,8.2549,-12.461,-2.1046,NaN,1.839,72,502.39,2.222
0,-71.15,9.9847,-21.026,-2.3186,NaN,1.612,69.66,478.23,3.067
0,-71.9,10.939,-31.571,-2.6103,NaN,1.385,67.32,454.7,3.912
0,-73.25,9.4771,-35.691,-2.8058,NaN,1.263,63.47,424.96,3.7155
5.64,-74.6,8.1113,-39.12,-2.8201,0.33647,1.141,59.62,395.7,3.519
75.41,-75.3,11.295,-44.631,-0.9373,0.12007,1.615,52.61,361.25,3.461
556.63,-102.7,15.595,-19.812,12.686,0.098575,5.38,38.35,343.43,1.434
726.51,-130.25,45.852,-44.766,16.851,0.1083,7.395,31.91,328.32,3.067
896.4,-157.8,89.425,-75.371,21.232,0.11423,9.41,25.47,300.43,4.7
987.7,-159.9,177.61,-147.2,24.21,0.11734,9.86,23.94,291.04,8.91
1009.8,-164.7,158.6,-103.95,25.382,0.11885,10.53,26.8,340.74,7.449
964.65,-160.8,159.53,-71.407,25.162,0.12265,10.77,32.68,422.19,7.3245
919.5,-156.9,160.33,-38.974,24.936,0.12678,11.01,38.56,506.17,7.2
551.45,-130.7,179.07,-14.111,16.523,0.12828,10.43,45.83,578.81,8.49
274.73,-83.4,132.41,8.6598,9.3768,0.13334,9.21,54.53,634.6,7.108
223.48,-81.2,139.22,19.478,8.4906,0.13748,8.66,58.72,658.44,7.951
98.77,-60.8,131.36,26.462,5.5232,0.13131,7.941,63.08,673.65,8.18
13.077,-38.6,96.749,24.853,2.7104,0.18574,6.972,68.15,681.17,6.859
0,-31,63.982,19.486,1.4801,NaN,6.398,71.54,687.39,4.94
0,-43.35,55.276,18.139,0.84812,NaN,6.12,73.175,689.75,4.461
0,-55.7,47.106,16.6,0.22587,NaN,5.842,74.81,691.74,3.982
0,-63.8,24.958,14.283,-0.69281,NaN,4.789,83.6,718.46,2.574
0,-70.4,8.4788,7.6944,-1.5297,NaN,3.587,93.5,738.58,1.168
0,-69.6,5.6598,3.1589,-1.7146,NaN,2.762,90.1,671.39,1.013
0,-69.4,6.1078,2.7241,-1.7086,NaN,2.501,89.5,654.67,1.208
0,-70,8.5626,-2.1133,-1.7927,NaN,2.3555,81.255,588.24,1.7985
0,-70.6,10.669,-10.842,-1.9965,NaN,2.21,73.01,523.1,2.389
0,-69.7,10.823,-22.518,-2.2961,NaN,1.844,66.02,460.83,2.904
5.593,-70.5,10.991,-26.469,-2.2676,0.34585,1.899,61.64,431.95,2.863
259.6,-83.55,17.292,-21.629,4.844,0.10242,3.7495,53.48,427.32,2.2805
513.61,-96.6,19.235,-17.44,11.814,0.098772,5.6,45.32,412.09,1.698
740.7,-128.2,60.039,-44.723,17.71,0.10651,8.35,33.45,367.29,3.554
881.8,-142.6,136.29,-100.02,21.876,0.11466,9.04,30.52,351.13,7.454
871.65,-141.65,168,-87.981,22.85,0.11687,9.47,35.19,416.75,8.772
861.5,-140.7,202.01,-65.184,24.193,0.11912,9.9,39.86,485.88,10.09
614.1,-113.15,164.49,-37.996,17.7,0.12026,9.505,44.225,524.99,8.5555
366.7,-85.6,129.4,-17.884,11.076,0.12294,9.11,48.59,561.67,7.021
194.48,-56.6,90.418,-5.858,6.275,0.12475,8.2,54.3,590.19,5.451
74.9,-27.5,83.437,12.268,4.0369,0.13109,6.709,66.18,649.65,6.148
60.968,-28.25,56.579,13.781,2.9078,0.12566,5.8405,72.115,666.75,4.7875
47.035,-29,34.488,12.101,1.823,0.11688,4.972,78.05,679.38,3.427
5.415,-58.6,19.712,7.3184,-0.7378,0.33713,4.721,79.47,679.74,2.062
0,-59.6,8.8724,4.2182,-1.312,NaN,4.307,83.2,691.33,1.017
0,-66.7,3.9326,2.1786,-1.7092,NaN,3.358,88,684,0.578
0,-67,5.7973,3.6386,-1.6239,NaN,2.738,91.2,678.43,1.045
0,-67.9,6.7695,2.3607,-1.6579,NaN,2.344,88.9,643.06,1.426
0,-69.3,6.272,-0.40263,-1.7894,NaN,2.132,85,605.63,1.453
0,-68.9,5.7466,-3.432,-1.8784,NaN,2.076,79.25,562.41,1.368
0,-68.5,5.241,-6.0598,-1.9555,NaN,2.02,73.5,519.53,1.283
0,-67.7,6.7368,-11.145,-2.0342,NaN,1.851,70.32,491.09,1.8
0,-68.2,3.823,-9.09,-2.0725,NaN,1.248,73.98,494.8,1.515
0.459,-69.35,4.3429,-14.176,-2.2208,0.84953,1.2305,67.915,453.66,1.745
5.657,-70.5,4.8468,-20.229,-2.2631,0.36793,1.213,61.85,412.63,1.975
21.876,-71.2,7.9915,-25.81,-1.8941,0.18797,1.912,52.6,368.94,2.065
500.2,-93.6,19.118,-28.522,11.205,0.095643,5.359,33.27,297.5,1.762
693.5,-122.7,40.949,-41.298,16.092,0.10695,7.0995,32.755,330.27,2.849
886.8,-151.8,70.436,-49.804,21.316,0.1132,8.84,32.24,365.94,3.936
977.2,-159.7,145.95,-112.83,23.996,0.11725,10.04,24.93,306.75,7.182
1011.7,-162.1,145.32,-101.17,25.212,0.11873,10.35,26.15,328.5,6.936
1005,-165.1,145.61,-85.902,25.378,0.1215,10.88,27.61,359.31,6.61
779.6,-154.7,178.35,-68.306,20.732,0.12503,10.82,34.6,448.48,8.14
483.57,-109.65,144.54,-43.457,13.4,0.12539,9.865,40.675,494.66,7.234
187.54,-64.6,114.22,-25.435,5.9728,0.12691,8.91,46.75,533.16,6.328
96.63,-49.7,101.72,-19.888,3.6322,0.12789,8.18,50.51,548.25,6.138
77.7,-53.5,93.956,-18.308,2.8167,0.13281,7.778,52.22,551.52,5.961
14.369,-77.6,74.118,-3.1758,0.21754,0.20083,6.957,60.02,599.3,5.255
0,-74.2,48.157,0.46637,-0.72152,NaN,6.417,63.76,613.44,3.7
0,-72.9,15.861,2.8132,-1.5297,NaN,5.356,72.52,648.34,1.459
0,-72.2,16.773,2.1396,-1.5032,NaN,4.154,76.86,631.83,1.989
0,-72.4,23.713,-2.569,-1.4459,NaN,3.917,73.51,594.32,2.983
0,-72.6,20.5,-14.102,-1.8675,NaN,3.788,63.48,508.59,2.667
0,-72.8,31.878,-35.113,-2.1449,NaN,3.82,55.51,445.74,4.115
0,-74.4,30.254,-43.195,-2.4639,NaN,3.626,51.49,407.85,4.118
0,-74.6,20.307,-37.457,-2.5882,NaN,3.131,50.27,384.52,3.203
0,-73.9,15.194,-32.78,-2.5808,NaN,3.069,46.15,351.46,2.446
0,-73.1,11.433,-31.625,-2.6317,NaN,2.53,45.92,336.59,2.232
4.784,-73.4,13.654,-39.53,-2.6656,0.38143,2.7,41.03,304.4,2.497
250.71,-88.6,22.821,-37.103,4.1702,0.10641,5.1955,31.62,279.55,2.168
496.64,-103.8,28.666,-35.876,10.878,0.10257,7.691,22.21,233.18,1.839
693.57,-134.5,68.436,-69.455,15.742,0.11104,9.6455,18.925,226.79,3.501
890.5,-165.2,121.37,-105.97,20.895,0.11569,11.6,15.64,213.49,5.163
979.1,-184.6,142.29,-117.63,23.108,0.11713,13.32,11.71,178.96,5.273
979.1,-184.6,142.29,-117.63,23.108,0.11713,13.32,11.71,178.96,5.273
876.1,-176.4,202.2,-87.733,22.967,0.12739,12.73,26.81,394.22,7.838
876.1,-176.4,202.2,-87.733,22.967,0.12739,12.73,26.81,394.22,7.838
734,-169.4,170.53,-61.253,19.01,0.13033,12.5,30.02,434.81,6.733
546.4,-158.2,188.78,-65.026,14.442,0.13776,12.03,31.93,448.4,7.745
287.8,-127.9,154.55,-48.462,7.5034,0.13888,10.625,37.535,480.25,7.1785
29.197,-97.6,123.54,-37.083,0.50925,0.15931,9.22,43.14,502.38,6.612
2.991,-87.9,44.548,-13.579,-1.5216,0.55418,8.45,46.12,509.85,2.6
0,-82.7,36.142,-11.574,-1.6399,NaN,7.484,49.93,516.86,2.381
0,-79.45,26.781,-9.6767,-1.7587,NaN,6.2505,54.91,522.27,2.112
0,-76.2,18.762,-8.3793,-1.8567,NaN,5.017,59.89,522.95,1.843
0,-74.8,29.701,-17.651,-1.7702,NaN,4.674,58.87,501.89,3.133
0,-74.1,27.732,-15.813,-1.7541,NaN,4.447,60.95,511.44,3.076
0,-72.4,17.265,-12.977,-1.9214,NaN,3.628,63.62,504.01,2.349
0,-70.8,18.685,-17.427,-1.9618,NaN,3.258,63.73,491.87,2.833
0,-71.25,17.762,-20.401,-2.0844,NaN,2.9925,62.885,476.32,2.9335
0,-71.7,16.732,-23.475,-2.2129,NaN,2.727,62.04,461.15,3.034
0,-71.9,14.497,-23.877,-2.2929,NaN,2.7,58.88,436.83,2.655
4.702,-73.2,16.939,-34.958,-2.4406,0.3614,2.579,54.72,402.49,3.247
20.58,-75,19.521,-38.996,-2.0846,0.20325,3.039,49.1,373.13,3.175
486.71,-99.6,15.749,-16.347,10.903,0.10118,6.607,35.11,342.24,1.178
732.6,-137.8,35.78,-23.986,17.112,0.10549,9.68,29.7,356.73,1.827
876.5,-159.3,86.393,-59.705,20.985,0.11465,9.96,27.89,341.34,4.288
935.7,-165.15,137.16,-85.521,23.194,0.11768,10.6,27.57,352.17,6.399
994.9,-171,193.35,-108.88,25.625,0.12034,11.24,27.25,363.21,8.51
961,-172.9,205.73,-95.72,25.335,0.12318,11.41,29.91,403.18,8.92
865.1,-168.6,207.99,-73.622,23.438,0.12792,11.5,33.31,451.69,8.95
708.45,-154.95,202.58,-55.282,19.769,0.13201,10.845,38.14,495.19,9.245
551.8,-141.3,196.38,-37.9,16.051,0.13835,10.19,42.97,534.06,9.54
293,-116.2,163.9,-22.443,8.9778,0.1389,9.13,48.56,562.08,8.885
34.194,-91.1,134.21,-11.737,1.8496,0.14771,8.07,54.15,583.38,8.23
4.175,-85.2,63.619,-7.9949,-0.71655,0.41674,7.467,55.54,574.27,4.215
0,-81.35,29.797,-5.5694,-1.6114,NaN,6.1685,59.83,565.85,2.389
0,-77.5,5.5455,-1.6519,-2.0764,NaN,4.87,64.12,554.18,0.563
0,-74.3,6.6699,-2.6877,-1.9836,NaN,3.813,68.63,550.82,0.865
0,-72.7,9.2528,-4.2416,-1.9095,NaN,3.185,72.13,553.83,1.437
0,-71.3,5.7966,-3.2585,-1.9398,NaN,2.895,72.76,547.32,0.991
0,-68.7,9.4487,-9.0394,-1.9265,NaN,2.346,72.32,523.2,1.994
0,-67.4,12.436,-11.537,-1.876,NaN,2.419,71.95,523.24,2.546
0,-67.4,11.135,-11.306,-1.9062,NaN,2.274,72.35,520.74,2.426
0,-66.4,11.783,-14.572,-1.9518,NaN,2.076,71.96,510.68,2.813
0,-65.2,8.2044,-9.6037,-1.8787,NaN,2.191,71.38,510.73,1.855
4.376,-67.8,12.011,-16.812,-1.9246,0.44907,2.456,65.36,476.57,2.422
22.3,-74.1,33.949,-39.313,-1.6126,0.18255,3.45,58.12,454.69,4.871
482.03,-94.9,33.696,-29.854,11.029,0.10052,4.731,52.21,446.88,3.523
680.32,-127.15,59.961,-50.223,15.879,0.11122,7.3555,36.035,369.76,4.032
878.6,-159.4,91.633,-86.194,20.442,0.11698,9.98,19.86,243.39,4.541
967.2,-173.3,146.72,-139.89,22.588,0.11913,11.07,15.01,197.82,6.557
1000.7,-168.7,184.77,-148.84,24.484,0.12065,10.84,20.73,269.06,8.43
823,-163.5,146.48,-100.58,19.899,0.1226,10.97,24.13,315.91,6.601
852.3,-165.1,158.84,-90.292,21.319,0.12764,11.29,26.88,359.46,6.952
730.15,-153.3,158.45,-80.839,18.462,0.1315,11.105,29.44,388.9,7.049
608,-141.5,157.99,-71.379,15.603,0.13685,10.92,32,417.55,7.146
199.98,-111.4,122.39,-49.613,4.5517,0.13241,9.99,36.87,452.15,6.049
49.91,-97.6,66.134,-27.711,-0.26142,0.1555,9.21,39.49,459.57,3.544
1.861,-93.2,39.849,-18.285,-1.9683,0.66121,8.71,40.36,454.1,2.257
0,-87.6,37.888,-15.616,-1.8429,NaN,7.666,46.45,486.85,2.436
0,-82.7,21.697,-8.4372,-1.9589,NaN,6.187,54.53,516.38,1.727
0,-80.8,26.679,-13.885,-1.9184,NaN,5.488,55.27,498.67,2.394
0,-81,37.885,-31.787,-2.113,NaN,5.332,48.75,435.11,3.5
0,-82.2,47.427,-50.921,-2.4174,NaN,5.28,43.65,388.18,4.426
0,-83.2,47.808,-63.492,-2.7895,NaN,5.245,38.03,337.38,4.494
0,-83.6,48.653,-79.593,-3.2311,NaN,5.217,31.16,275.9,4.6
0,-84.1,44.796,-80.753,-3.3868,NaN,5.121,28.27,248.64,4.316
0,-84.1,41.106,-79.451,-3.4541,NaN,5.056,25.98,227.47,4.012
0,-84,26.842,-60.243,-3.3118,NaN,4.376,27,225.44,3.026
3.238,-84.4,37.927,-80.786,-3.4986,0.48209,4.703,25.46,217.5,3.976
18.545,-85.7,39.755,-83.681,-3.1336,0.21419,4.895,23.81,206.14,4.003
492.83,-108.3,43.376,-54.908,10.522,0.10443,8.31,18.04,197.55,2.572
492.83,-108.3,43.376,-54.908,10.522,0.10443,8.31,18.04,197.55,2.572
968.4,-193.3,122.7,-95.232,22.64,0.11803,14.08,11.29,181.28,4.292
968.4,-193.3,122.7,-95.232,22.64,0.11803,14.08,11.29,181.28,4.292
968.4,-193.3,122.7,-95.232,22.64,0.11803,14.08,11.29,181.28,4.292
862,-191.9,200.32,-94.5,21.888,0.12753,15.61,18.15,321.64,6.325
862,-191.9,200.32,-94.5,21.888,0.12753,15.61,18.15,321.64,6.325
713.1,-177.2,150.28,-43.342,18.134,0.13143,15.16,25.51,439.2,4.886
527.6,-161.3,200.48,-47.951,14.636,0.1396,14.81,28.03,471.83,6.673
278.28,-130.5,166.48,-34.338,7.8964,0.14121,13.6,32.175,500.77,6.033
28.954,-99.7,135.61,-24.707,1.1327,0.16966,12.39,36.32,522.27,5.393
1.942,-91.4,89.228,-14.429,-0.41352,0.63917,11.76,38.87,536.22,3.737
0,-86.5,31.413,-4.8425,-1.6906,NaN,10.51,43.1,547.25,1.471
0,-86.5,31.413,-4.8425,-1.6906,NaN,10.51,43.1,547.25,1.471
0,-74.7,26.166,-12.484,-1.7213,NaN,7.247,46.63,474.94,1.777
0,-74.7,26.166,-12.484,-1.7213,NaN,7.247,46.63,474.94,1.777
0,-71.7,28.221,-16.309,-1.6866,NaN,6.658,46.99,459.66,2.087
0,-70.6,41.339,-20.759,-1.4111,NaN,6.605,49.31,480.6,3.083
0,-69.45,43.206,-23.631,-1.4069,NaN,6.241,50.17,476.87,3.412
0,-68.3,44.586,-26.657,-1.4209,NaN,5.877,51.03,473,3.741
0,-69.2,47.418,-25.065,-1.3215,NaN,5.887,52.7,488.82,3.973
