NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Pressure,Wind Speed
0,-92.9,143.75,-68.215,-0.48974,NaN,12.18,27.04,383.5,5.807
0,-74.9,62.691,-25.544,-1.065,NaN,11.2,32.44,431.24,2.752
0,-77.15,49.894,-21.75,-1.3824,NaN,10.085,35.47,437.76,2.4315
0,-79.4,38.543,-18.546,-1.6758,NaN,8.97,38.5,440.85,2.111
0,-79.7,47.551,-26.175,-1.6453,NaN,7.581,42.85,446.52,3.082
0,-78.9,45.67,-34.413,-1.9082,NaN,7.061,39.91,401.35,3.179
0,-79.5,36.863,-35.46,-2.2031,NaN,6.688,36.485,357.63,2.7105
0,-80.1,28.776,-34.168,-2.4117,NaN,6.315,33.06,315.85,2.242
0,-78.6,27.525,-35.614,-2.4455,NaN,6.296,30.43,290.34,2.151
0,-77.9,39.768,-57.795,-2.7061,NaN,5.99,28.73,268.39,3.267
0,-77.3,32.52,-51.724,-2.7223,NaN,5.7075,27.685,253.62,2.803
0,-76.7,25.801,-44.89,-2.7022,NaN,5.425,26.64,239.31,2.339
16.448,-75.7,23.287,-42.499,-2.2134,0.22268,5.54,23.48,212.61,2.066
422.46,-94.1,30.094,-36.516,9.0817,0.099808,8.32,19.44,213.02,1.777
678.4,-127,109.1,-107.79,15.592,0.11169,10.91,14.27,186.08,4.913
813,-145.9,166.03,-138.71,19.59,0.12581,11.72,16.36,225.09,6.961
875.3,-161.35,174.57,-136.32,21.219,0.12426,12.75,14.85,218.64,6.729
937.6,-176.8,182.12,-134.5,22.805,0.12292,13.78,13.34,210.07,6.497
900.8,-178.5,228.04,-155.83,22.413,0.12544,13.96,14.76,235.16,8.03
812.4,-173.8,288.87,-195.56,20.647,0.13019,14.05,14.75,236.38,10.11
626.01,-163.85,245.76,-155.17,15.593,0.1338,13.775,17.06,268.56,8.776
439.61,-153.9,204.16,-119.69,10.443,0.14038,13.5,19.37,299.52,7.442
39.666,-117.7,139.8,-92.719,-0.87311,0.13355,12.32,20.22,289.42,5.584
17.646,-103.4,110.22,-82.784,-1.6452,0.20406,11.44,20.2,272.83,4.741
5.2165,-102.9,105.31,-96.246,-2.4999,0.37437,10.78,17.265,223.19,4.8065
0,-102.4,100.22,-109.11,-3.1393,NaN,10.12,14.33,177.27,4.872
0,-98.5,77.668,-93.401,-3.2225,NaN,9.31,14.53,170.24,4.104
0,-92.7,45.372,-55.546,-2.902,NaN,8.3,19.29,211.09,2.69
0,-87.15,34.337,-48.259,-2.8512,NaN,7.6375,18.045,188.76,2.2135
0,-81.6,24.595,-39.736,-2.729,NaN,6.975,16.8,167.95,1.737
0,-78,20.972,-38.339,-2.6903,NaN,6.485,15.02,145.19,1.594
0,-75.2,21,-35.138,-2.5202,NaN,6.581,18.36,178.65,1.574
0,-71.75,19.239,-31.488,-2.3696,NaN,6.681,18.56,181.84,1.421
0,-68.3,17.416,-27.887,-2.2221,NaN,6.781,18.76,185.07,1.268
0,-72,28.187,-44.971,-2.5046,NaN,7.054,16.87,169.57,1.973
0,-72,17.663,-34.562,-2.5078,NaN,5.624,19.7,179.43,1.551
231.08,-74.2,30.433,-47.481,3.9446,0.10982,6.962,18.53,185.08,2.159
462.76,-76.4,46.492,-60.153,10.514,0.10387,8.3,17.36,189.97,2.767
521.04,-92.15,95.654,-110.22,11.688,0.11404,9.035,17.645,202.94,5.231
579.31,-107.9,152.12,-156.68,13.17,0.12199,9.77,17.93,216.67,7.695
904.2,-159.2,111.41,-98.911,21.369,0.12128,11.93,14.05,196.01,4.616
879.2,-175.7,120.11,-102.22,20.35,0.12343,12.53,13.33,193.45,4.741
716.73,-170.3,133.93,-104.68,16.24,0.12498,12.11,17.035,240.49,5.4715
554.25,-164.9,146.51,-104.46,12.169,0.12744,11.69,20.74,284.79,6.202
429.47,-131.7,151.39,-111.27,9.5318,0.1357,10.42,24.67,311.36,7.192
194.74,-111.3,122.36,-95.851,3.1015,0.13756,9.44,27.22,321.72,6.417
116.49,-101.7,106.62,-92.158,0.82523,0.14214,8.4905,29.22,323.91,6.217
38.245,-92.1,91.649,-89.03,-1.4453,0.16477,7.541,31.22,324.44,6.017
0,-92.4,73.661,-91.054,-3.0972,NaN,6.625,29.77,290.55,5.503
0,-90.3,57.122,-80.889,-3.2178,NaN,5.861,30.91,286.19,4.823
0,-87.6,46.889,-80.922,-3.4312,NaN,5.137,29.97,263.89,4.515
0,-84.5,44.983,-86.861,-3.5651,NaN,4.69,30.05,256.47,4.745
0,-81.9,24.516,-50.786,-3.0514,NaN,4.172,33.14,272.77,2.908
0,-79.6,7.754,-22.558,-2.6631,NaN,2.839,38.42,287.86,1.352
0,-75.3,3.5606,-16.074,-2.4772,NaN,1.739,43.88,304,1.014
0,-72.4,3.0598,-22.24,-2.5834,NaN,1.077,46.18,305.09,1.408
0,-71.85,3.8303,-26.908,-2.6779,NaN,1.05,48.975,322.93,1.809
0,-71.3,4.5564,-30.845,-2.7529,NaN,1.023,51.77,340.7,2.21
0,-70,2.4008,-29.811,-2.7479,NaN,0.557,53.6,341.08,2.139
0.339,-69,1.464,-28.674,-2.7045,0.89221,0.368,52.52,329.68,1.974
257.83,-67.55,10.631,-42.321,4.4739,0.10806,1.943,43.965,309.06,2.7145
515.33,-66.1,24.503,-59.343,11.69,0.10377,3.518,35.41,278.36,3.455
652.2,-98.2,82.48,-141.84,13.954,0.11494,5.299,28.66,255.21,7.721
823.8,-131.1,90.311,-121.77,18.654,0.1301,7.013,24.11,241.66,6.385
800.25,-127.65,87.092,-99.423,18.626,0.12732,7.479,26.81,277.43,5.7725
776.7,-124.2,82.72,-78.803,18.517,0.12435,7.945,29.51,315.23,5.16
600.69,-127.7,79.632,-76.131,13.442,0.12563,8.1075,28.53,308.15,4.8685
424.68,-131.2,76.353,-73.294,8.3653,0.12797,8.27,27.55,300.87,4.577
361.67,-137.1,67.762,-74.225,6.1527,0.13435,8.04,24.82,266.85,4.177
437.81,-153,81.088,-90.824,7.7597,0.14138,8.63,20.84,233.21,4.656
228.11,-126.75,74.524,-92.263,2.3589,0.14425,7.466,24.14,249.58,4.944
18.406,-100.5,66.599,-94.305,-3.0974,0.20732,6.302,27.44,261.92,5.232
0,-92.9,64.12,-102.7,-3.7091,NaN,5.256,31.71,281.53,6.037
0,-86.6,50.036,-86.024,-3.4581,NaN,4.642,35.09,298.49,5.331
0,-83.3,29.517,-54.777,-3.0625,NaN,4.187,37.22,306.68,3.486
0,-79.4,9.2709,-21.452,-2.5835,NaN,2.921,45.94,346.21,1.569
0,-76.4,5.2963,-18.605,-2.5307,NaN,1.926,49.26,345.86,1.359
0,-75,2.4841,-14.864,-2.4649,NaN,1.275,46.57,312.08,0.963
0,-72.75,1.8813,-13.446,-2.3785,NaN,1.1075,45.46,300.99,0.84
0,-70.5,1.3624,-11.879,-2.2855,NaN,0.94,44.35,290.13,0.717
0,-71.2,2.6806,-41.109,-3.0926,NaN,0.564,42.8,272.5,2.352
0,-71.6,1.3372,-35.16,-2.9739,NaN,0.336,42.37,265.35,1.97
0,-71.8,2.0203,-34.821,-2.9508,NaN,0.5425,38.555,245.09,1.843
0,-72,2.5976,-34.276,-2.9247,NaN,0.749,34.74,224.15,1.716
15.628,-71,0.73416,-26.1,-2.2776,0.23204,0.277,36.15,225.43,1.311
422.37,-87.2,17.898,-53.508,8.4505,0.099232,3.326,28.57,221.56,2.661
611.54,-116.15,42.079,-75.327,13.037,0.12066,5.813,22.04,203.39,3.579
800.7,-145.1,75.503,-102.46,17.734,0.13156,8.3,15.51,169.73,4.497
894.3,-158.4,101.46,-127.09,20.036,0.12237,8.91,15.24,173.8,5.63
918.1,-171.5,102.19,-105.29,20.974,0.12311,10.01,16.86,207.04,5.048
916.9,-179.3,105.57,-89.001,21.275,0.1251,10.83,19.53,253.32,4.819
788.9,-158.1,129.33,-102.17,18.561,0.12829,9.96,24.74,302.79,6.42
622.88,-146.05,135.74,-103.78,14.353,0.13291,9.375,28.065,330.26,7.1595
456.85,-134,140.41,-104.37,10.124,0.14077,8.79,31.39,355.09,7.899
52.12,-103.4,130.17,-104.82,-0.73125,0.13894,7.543,35.89,373.02,8.53
25.123,-95.35,99.143,-86.208,-1.6162,0.16757,6.7455,38.725,381.09,7.262
0,-87.3,72.184,-69.291,-2.3811,NaN,5.948,41.56,387.12,5.994
0,-82.7,65.157,-74.519,-2.597,NaN,5.552,39.93,361.87,5.793
0,-79.6,31.006,-44.35,-2.6219,NaN,4.904,38.75,335.7,3.12
0,-75.4,5.1637,-9.6457,-2.2534,NaN,3.388,46.55,362.59,0.752
0,-72.9,8.8048,-19.582,-2.3605,NaN,2.805,48.99,366.17,1.549
0,-71.6,8.0223,-22.624,-2.4317,NaN,2.286,49.7,358.03,1.732
0,-71.8,11.007,-38.384,-2.7977,NaN,2.056,46.53,329.74,2.643
0,-71.3,11.133,-40.509,-2.8401,NaN,2.092,43.98,312.47,2.628
0,-71.2,10.726,-46.71,-3.0236,NaN,1.962,39.22,276.08,2.701
0,-72.2,12.324,-56.212,-3.2748,NaN,1.984,36.35,256.28,3.069
0,-72.4,12.375,-60.094,-3.3885,NaN,1.95,34.09,239.76,3.135
0,-72.4,13.603,-69.012,-3.6055,NaN,1.922,32.55,228.47,3.494
204.67,-81.55,19.388,-55.706,2.4486,0.10286,3.4725,28,219.4,2.755
409.75,-90.7,20.533,-42.279,8.3869,0.098261,5.023,23.45,204.85,2.016
670.5,-121.5,85.097,-111.46,14.743,0.1111,8.1,18.01,194.43,5.182
797.3,-138,140.43,-163.21,17.956,0.13525,9.05,17.2,198.02,7.654
894.9,-153.2,138.37,-140.2,20.871,0.12179,10.04,17.19,211.52,6.797
920,-162.9,200.88,-171.71,22.181,0.12381,10.63,19.86,254.19,9.32
859.05,-166,189.96,-145.86,20.795,0.12654,10.815,21.98,284.81,8.66
798.1,-169.1,178.54,-121.8,19.345,0.12966,11,24.1,316.14,8
652.5,-162.9,150.16,-94.991,15.368,0.13588,11.04,25.59,336.58,6.704
419.3,-147.5,134.24,-76.825,9.2871,0.14131,10.59,29.21,372.87,6.248
36.221,-109,116.27,-74.293,-0.86889,0.14794,9.13,32.98,381.74,6.276
16.814,-97.65,98.516,-58.436,-1.1497,0.19512,8.271,38.29,418.19,5.8695
0,-86.3,82.176,-45.663,-1.4045,NaN,7.412,43.6,449.12,5.463
0,-81.6,73.345,-37.688,-1.296,NaN,6.924,47.29,471.12,5.218
0,-77.8,21.104,-14.859,-2.0185,NaN,5.469,51,459.54,1.9
0,-74.6,15.332,-14.42,-2.0787,NaN,4.176,55.45,456.53,1.808
0,-72.8,12.47,-15.273,-2.1328,NaN,3.327,58.12,450.76,1.846
0,-71.4,11.24,-15.946,-2.1469,NaN,2.831,60.51,453.11,1.956
0,-70.6,9.0035,-13.862,-2.1287,NaN,2.784,59.3,442.57,1.594
0,-69.2,8.0508,-14.6,-2.1369,NaN,3.066,51.57,392.65,1.295
0,-68.5,7.022,-13.797,-2.1235,NaN,3.1915,47.495,364.85,1.0855
0,-67.8,5.8874,-12.415,-2.0968,NaN,3.317,43.42,336.52,0.876
0,-68.1,9.854,-24.141,-2.3241,NaN,3.066,41.53,316.21,1.586
0,-68.5,8.7245,-22.513,-2.3213,NaN,3.031,40.02,303.95,1.42
26.275,-68,11.467,-29.24,-1.6784,0.19377,3.02,40.65,308.5,1.872
133.4,-72.7,5.7652,-11.303,1.5561,0.11244,3.808,39.58,317.56,0.746
552.11,-103,31.312,-34.44,12.581,0.11122,7.028,30.61,307.13,2.195
809.8,-138.6,82.275,-72.366,19.214,0.12925,9.15,25.42,294.63,4.43
872.5,-152.9,125.3,-106.06,20.842,0.12619,10.3,21.435,268.37,5.995
935.2,-167.2,175.6,-146.44,22.487,0.12352,11.45,17.45,235.84,7.56
743.5,-160.5,190.38,-144.96,17.727,0.12632,11.7,18.99,260.94,8.02
761.4,-157.1,152.43,-98.229,18.576,0.13082,11.52,23.51,319.22,6.52
513.12,-139.85,139.67,-81.716,12.165,0.13221,10.725,28.285,364.32,6.4155
264.85,-122.6,127.24,-67.518,5.6975,0.13617,9.93,33.06,403.8,6.311
49.58,-101.2,111.45,-69.826,-0.28186,0.1434,8.54,36.01,400.52,6.425
22.837,-90.1,90.672,-57.787,-0.96978,0.18147,7.84,39.07,414.38,5.692
0,-85.2,94.07,-69.541,-1.7115,NaN,7.158,39.78,402.71,6.466
0,-80.65,52.59,-43.36,-2.0147,NaN,6.3715,42.135,404.12,4.059
0,-76.1,18.772,-17.647,-2.115,NaN,5.585,44.49,404.12,1.652
0,-74.4,22.051,-23.699,-2.1453,NaN,4.388,50.88,425.18,2.47
0,-72.9,22.818,-26.375,-2.1568,NaN,4.08,52,425.26,2.75
0,-72.9,24.907,-30.997,-2.2283,NaN,3.758,53.39,426.85,3.26
0,-73.5,23.337,-36.317,-2.4396,NaN,3.609,49.29,389.96,3.182
0,-74,28.02,-51.027,-2.7365,NaN,3.613,44.5,352.16,3.818
0,-74.7,27.817,-66.326,-3.1936,NaN,3.548,35.34,278.39,3.862
0,-74.9,26.1,-64.123,-3.1855,NaN,3.564,33.83,266.8,3.608
0,-76.1,30.216,-88.484,-3.7905,NaN,3.302,29.83,230.94,4.509
0,-75.2,24.872,-76.305,-3.5723,NaN,3.272,28.01,216.4,3.745
14.966,-76,32.834,-85.223,-3.1996,0.22776,3.854,27.04,217.65,4.196
375.79,-91.9,34.995,-55.705,7.4242,0.10034,6.149,23.94,226.11,2.803
580.35,-125.95,50.424,-54.631,12.7,0.12182,8.9495,20.09,229.73,2.775
784.9,-160,65.534,-54.908,17.928,0.13175,11.75,16.24,223.89,2.747
887,-175,126.85,-101.99,20.786,0.12004,12.66,14.41,210.92,4.937
914.5,-175,172.33,-130.55,22.04,0.12404,12.95,15.13,225.7,6.562
878.1,-178.1,187.49,-139.85,21.091,0.12627,13.32,14.44,220.68,6.939
785.1,-182.8,198.28,-136.01,18.747,0.13056,13.68,15.49,242.34,7.145
596.1,-169.85,159.13,-104.49,13.566,0.13409,13.045,18.285,274.47,6.013
407.09,-156.9,122.89,-77.492,8.3385,0.1408,12.41,21.08,303.52,4.881
39.724,-114.2,132.17,-88.408,-0.86636,0.15029,10.53,26.28,334.13,6.184
17.972,-101.2,97.799,-63.702,-1.386,0.20635,9.57,30.685,365.85,5.0325
0,-88.2,67.885,-43.857,-1.8103,NaN,8.61,35.09,392.15,3.881
0,-84.05,49.569,-33.61,-1.9208,NaN,8.023,36.96,396.92,3.0405
0,-79.9,33.249,-23.896,-1.9901,NaN,7.436,38.83,400.64,2.2
0,-78,20.188,-16.246,-2.0891,NaN,5.74,46.75,429.24,1.731
0,-76.7,24.661,-24.177,-2.15,NaN,4.864,49.01,423.41,2.496
0,-76.5,27.737,-31.826,-2.2734,NaN,4.298,50.23,417.11,3.179
0,-76.3,25.956,-35.725,-2.428,NaN,4.117,47.36,388.32,3.107
0,-78,28.108,-50.352,-2.8278,NaN,3.701,44.03,350.61,3.745
0,-78.7,24.967,-55.601,-3.0843,NaN,3.602,37.45,296.14,3.42
0,-78,17.817,-52.216,-3.1707,NaN,3.085,33.6,256.17,2.85
0,-77.4,20.521,-59.884,-3.2938,NaN,3.516,26.52,208.44,2.881
0,-78.7,23.515,-78.626,-3.7748,NaN,3.009,28.51,216.2,3.857
14.692,-79.3,22.245,-75.644,-3.3289,0.2419,3.045,26.9,204.51,3.604
373.67,-94.5,33.578,-64.71,6.9971,0.10089,5.479,21.77,196.3,3.022
654.8,-133.1,29.047,-32.006,14.633,0.11478,9.61,16.31,194.98,1.49
781.6,-155.5,110.26,-105.81,17.788,0.13635,10.77,15.86,204.89,5.046
886.7,-164.5,134.73,-127.54,20.576,0.12208,11.32,14.18,190,5.867
908.6,-187.7,90.178,-71.278,20.87,0.12382,13.26,13.1,199.42,3.354
846.25,-186.7,136.12,-101.63,19.579,0.12713,13.35,14.345,219.66,5.0295
783.9,-185.7,182.67,-128.4,18.406,0.13093,13.44,15.59,240.13,6.705
635.8,-167.8,228.89,-147.02,15.512,0.1372,12.85,19.37,287.07,8.79
402.12,-148.6,190.11,-114.65,9.2804,0.14242,12.13,22.91,323.85,7.733
38.386,-112.6,148.21,-104.09,-0.8489,0.15244,10.56,25.1,319.76,6.922
17.301,-103.05,119.67,-90.157,-1.5864,0.20088,9.6,27.365,326.93,6.1465
0,-93.5,94.136,-77.43,-2.1663,NaN,8.64,29.63,331.8,5.371
0,-89.4,56.785,-52.796,-2.4094,NaN,8.06,29.39,316.42,3.471
0,-85.6,32.012,-33.621,-2.4601,NaN,7.17,31.08,314.9,2.199
0,-80.7,25.486,-31.433,-2.4443,NaN,5.912,34.905,324.32,2.1235
0,-75.8,19.346,-29.744,-2.4316,NaN,4.654,38.73,329.73,2.048
0,-74.7,23.763,-43.161,-2.6545,NaN,4.205,37.68,310.86,2.785
0,-76.5,21.521,-40.726,-2.6998,NaN,3.968,38.95,316.04,2.674
0,-77.6,17.496,-40.981,-2.8516,NaN,3.487,37.03,290.46,2.476
0,-77.8,20.771,-52.575,-3.0919,NaN,3.451,34.29,268.28,2.971
0,-79.5,17.977,-51.999,-3.2024,NaN,3.04,35,266,2.919
0,-78.8,16.05,-59.549,-3.45,NaN,2.554,32.58,239.22,3.102
0,-79.5,14.895,-55.869,-3.3985,NaN,2.59,31.21,229.74,2.838
13.812,-80.1,16.811,-64.566,-3.2171,0.26179,2.694,27.61,204.75,3.078
334.56,-107.75,30.673,-51.66,5.8061,0.11739,6.332,20.095,192.21,2.389
655.3,-135.4,34.372,-40.109,14.504,0.11374,9.97,12.58,154.07,1.7
783.2,-157.1,124.38,-138.49,17.264,0.13744,10.63,11.42,146.17,5.77
609.12,-143,122.38,-130.18,12.929,0.13298,11.085,11.22,148.02,5.4455
435.05,-128.9,119.77,-121.94,8.5752,0.12482,11.54,11.02,149.83,5.121
372.03,-98.2,133.24,-123.31,8.0049,0.12566,11.27,15.11,201.8,5.836
253.96,-75.5,135.02,-118.59,5.498,0.12699,10.34,20.28,254.59,6.444
329.73,-79.7,127.71,-112.68,7.4772,0.12862,10.3,20.33,254.54,6.122
191,-82,94.343,-88.028,3.253,0.12944,9.99,20.01,245.39,4.663
95.61,-95.3,84.439,-87.799,-0.086017,0.14328,9.16,20.48,237.54,4.553
59.98,-82.5,91.3,-94.389,-0.72243,0.15414,8.81,22.42,253.97,5.12
0,-85.4,65.118,-66.174,-2.4389,NaN,7.948,27.54,294.25,4.046
0,-83.7,41.34,-41.847,-2.3754,NaN,6.583,35.925,349.61,3.1005
0,-82,22.78,-24.329,-2.3569,NaN,5.218,44.31,392.36,2.155
0,-76.6,13.288,-16.937,-2.2638,NaN,4.0565,49.99,408.14,1.617
0,-71.2,6.3282,-10.71,-2.1321,NaN,2.895,55.67,418.76,1.079
0,-71.3,10.501,-23,-2.3639,NaN,2.606,52.52,387.05,1.989
0,-71.1,9.9295,-28.59,-2.5321,NaN,2.504,44.86,328.21,1.958
0,-72.25,11,-39.228,-2.8344,NaN,2.289,40.385,290.98,2.374
0,-73.4,11.707,-51.313,-3.1879,NaN,2.074,35.91,254.81,2.79
0,-73.3,8.2545,-42.207,-3.0256,NaN,1.92,32.25,226.33,2.125
0,-71.7,4.6204,-34.998,-2.8796,NaN,1.322,32.5,218.53,1.727
4.472,-73.05,6.6555,-49.472,-3.1424,0.41154,1.3735,31.22,210.7,2.3935
15.047,-74.4,8.8311,-64.495,-3.2446,0.19102,1.425,29.94,202.81,3.06
369.76,-90.9,16.037,-41.085,7.16,0.101,4.252,22.19,183.67,1.862
653.4,-131.9,27.879,-34.885,14.514,0.11295,9.19,13.74,159.68,1.497
778.4,-155.4,70.683,-80.822,17.289,0.13703,9.72,14.52,174.87,3.589
878.5,-163,136.16,-150.27,19.786,0.12238,10.28,13.27,165.92,6.539
877.1,-173.1,155.85,-151.11,19.993,0.12465,11.145,14.125,187.08,6.9035
875.7,-183.2,176.81,-150.45,20.279,0.12692,12.01,14.98,210.09,7.268
778.3,-178.7,152.88,-126.33,17.664,0.13136,12.13,15.42,217.98,6.225
626.6,-164.9,151.27,-105.43,14.317,0.13727,11.74,21.06,290.14,6.364
360.56,-150,131.31,-95.977,6.9365,0.13906,11.06,22.32,293.96,5.863
37.34,-111.6,117.38,-93.921,-1.433,0.15825,9.5,26.36,312.81,6.1
26.955,-91.1,102.48,-85.898,-1.3416,0.18957,8.43,30.23,333.74,6
0,-84.6,65.732,-56.661,-2.1306,NaN,7.733,33.18,349.35,4.194
0,-82.2,41.316,-40.201,-2.2874,NaN,6.62,36.695,358.01,3.0775
0,-79.8,21.913,-25.084,-2.3406,NaN,5.507,40.21,363.27,1.961
0,-74.4,21.215,-26.317,-2.2427,NaN,4.563,45.94,388.63,2.292
0,-73,24.897,-29.775,-2.1969,NaN,4.355,48.75,406.44,2.819
0,-63.6,23.515,-29.268,-1.9564,NaN,4.194,49.25,406,2.765
0,-54.2,22.169,-28.764,-1.715,NaN,4.033,49.75,405.52,2.711
0,-68.2,37.922,-47.826,-2.2033,NaN,4.165,49.21,404.85,4.493
0,-59.6,26.573,-46.471,-2.2426,NaN,3.271,50.04,386.56,4.01
0,-67.25,31.757,-45.836,-2.2942,NaN,3.461,53.005,415,4.529
0,-74.9,37.343,-43.497,-2.2865,NaN,3.651,55.97,444.12,5.048
5.8865,-75.7,31.862,-48.939,-2.4512,0.30682,3.253,53.775,414.89,4.833
17.016,-76.5,26.726,-53.436,-2.4315,0.18739,2.855,51.58,386.9,4.618
362.05,-89.3,32.268,-48.103,7.2475,0.10005,4.829,38.1,328.35,3.296
636.4,-125.1,38.645,-30.167,14.663,0.11623,9,29.21,335.15,2.118
748.05,-153.3,48.083,-36.156,17.114,0.11792,10.4,24.12,304.01,2.281
859.7,-181.5,58.441,-43.888,19.542,0.11916,11.8,19.03,263.22,2.444
858.5,-179.3,127.24,-89.596,20.222,0.12308,12.005,19.925,279.35,5.232
857.3,-177.1,198.29,-130.5,21.101,0.12699,12.21,20.82,295.86,8.02
766.6,-168.5,191.26,-112.36,19.098,0.13084,12.31,22.89,327.43,7.674
623.8,-158.7,182.24,-96.328,15.544,0.13709,12.1,25.54,360.32,7.442
349.4,-141.5,181.14,-100.26,8.1463,0.14173,11.3,27.34,365.86,7.921
38.42,-106,151.08,-101.27,-0.50131,0.14849,9.55,30.24,360.06,7.816
16.985,-96.35,115.34,-84.61,-1.372,0.19609,8.569,32.705,364.48,6.647
0,-86.7,84.209,-69.112,-2.0199,NaN,7.588,35.17,366.66,5.478
0,-80.9,35.239,-29.82,-2.1293,NaN,6.818,38.87,384.43,2.549
0,-78.2,22.127,-23.004,-2.2307,NaN,5.687,41.4,378.72,1.918
0,-75.85,22.34,-26.834,-2.2665,NaN,4.7225,45.38,388.19,2.3325
0,-73.5,20.932,-30.69,-2.3487,NaN,3.758,49.36,394.63,2.747
0,-69.65,20.94,-33.24,-2.3118,NaN,3.407,51.12,398.72,3.0325
0,-65.8,20.542,-35.748,-2.2852,NaN,3.056,52.88,402.34,3.318
0,-62.3,14.59,-28.738,-2.1566,NaN,2.694,54.33,402.9,2.6745
0,-58.8,9.5865,-21.798,-2.0032,NaN,2.332,55.78,403.14,2.031
0,-57.3,11.334,-27.405,-2.0697,NaN,2.238,55.56,398.87,2.502
0,-55.8,12.903,-33.213,-2.147,NaN,2.144,55.34,394.64,2.973
2.709,-49.6,10.531,-29.904,-1.8693,0.4569,1.94,56.2,394.98,2.681
65.28,-48.6,8.8102,-18.606,0.19419,0.14286,2.494,55.31,404.38,1.744
229.25,-62,17.286,-18.717,4.6777,0.11837,4.2705,51.825,429.53,1.9975
393.22,-75.4,27.596,-18.322,9.2272,0.11417,6.047,48.34,453.36,2.251
595.2,-91,31.316,-19.512,14.556,0.1238,7.359,41.99,430.97,2.099
647.2,-106.6,83.332,-58.072,15.963,0.12113,8.37,34.75,382.08,4.913
514.44,-97.8,118.1,-84.902,12.69,0.12495,8.61,32.95,368.23,6.773
348.6,-70.6,98.589,-87.982,8.1415,0.12566,8.5,28.26,313.47,5.727
244.44,-67.1,82.196,-64.426,5.504,0.12575,7.692,35.66,374.42,5.274
85.34,-37.6,29.283,-19.629,1.6191,0.1193,3.786,63.83,511.33,3.814
131.31,-50.2,8.6643,-5.1042,2.3885,0.12867,2.958,71.81,542.59,1.445
107.03,-77.2,8.9083,-6.3156,0.91463,0.13616,4.526,57.5,485.16,0.972
28.035,-64.3,30.209,-26.818,-0.92739,0.18455,5.5,46.47,419.63,2.714
0,-64.3,35.11,-32.757,-1.7475,NaN,5.258,47.16,418.76,3.3
0,-60.5,25.822,-17.552,-1.4734,NaN,4.452,58.66,492.39,2.866
0,-60.5,25.822,-17.552,-1.4734,NaN,4.452,58.66,492.39,2.866
0,-36.5,6.5052,-5.6461,-1.0054,NaN,3.032,66.86,507.84,1.06
0,-36.5,6.5052,-5.6461,-1.0054,NaN,3.032,66.86,507.84,1.06
0,-45.7,6.3663,-7.646,-1.3253,NaN,2.651,65.77,486.25,1.187
0,-23,3.9994,-5.5682,-0.69308,NaN,2.448,65.53,477.53,0.808
0,-27.6,4.7244,-7.2177,-0.84892,NaN,2.3125,65.5,472.74,1.011
0,-32.2,5.3374,-8.9651,-1.0107,NaN,2.177,65.47,467.98,1.214
0,-45.7,4.1225,-9.7198,-1.4471,NaN,2.086,58.96,418.72,0.979
0,-42,4.1449,-11.139,-1.3821,NaN,2.015,56.51,399.29,1.019
16.203,-51.05,3.8978,-11.422,-1.1953,0.21672,1.959,54.925,386.54,0.9855
36.246,-60.1,3.6582,-11.655,-0.89851,0.15942,1.903,53.34,373.89,0.952
66.56,-72.7,2.6468,-8.7439,-0.3452,0.12155,1.774,54.98,381.85,0.739
353.72,-83.9,4.1807,-8.4731,7.4904,0.12489,3.086,48.06,366.44,0.671
626.16,-103.95,31.814,-40.253,14.493,0.12192,5.1465,40.455,356.44,3.0625
898.6,-124,79.324,-78.099,21.886,0.12074,7.207,32.85,333.67,5.454
585.3,-98.05,87.841,-80.52,13.952,0.12157,6.7605,37.435,368.78,6.438
272,-72.1,94.585,-80.318,6.0416,0.12428,6.314,42.02,401.42,7.422
163.66,-47.3,71.613,-64.344,3.4875,0.12808,5.354,47.31,422.9,6.625
215.41,-46.6,89.943,-83.598,4.9411,0.12789,5.528,45.33,410.13,8.06
110.22,-37.1,62.55,-55.397,2.2645,0.12315,4.018,57.94,471.77,7.706
9.909,-8.3,2.9374,-9.5034,-0.13984,0.27513,0.29,92,574.25,5.008
7.87,-1.4,-2.4308,-2.6676,0.038692,0.55811,-0.767,100,578.01,1.566
0,-1.1,-1.513,-0.89315,-0.098907,NaN,-0.642,102.2,596.14,1.164
0,0.55,-1.2317,-1.0202,-0.048011,NaN,-0.7415,101.35,586.9,0.82
0,2.2,-0.81134,-0.81679,0.016132,0.0022346,-0.841,100.5,577.77,0.476
0,4,-7.5173,-18.572,-0.62312,0.084092,-0.9,91.5,523.76,4.123
0,6,-4.0219,-32.692,-0.86644,0.12452,-0.519,75.71,445.6,3.828
0,7,-2.9437,-34.744,-0.86568,NaN,-0.426,69.86,413.96,3.415
0,8,-2.0219,-35.516,-0.83325,NaN,-0.333,64.01,381.88,3.002
0,8.5,-5.1106,-34.837,-0.88712,NaN,-0.902,64.7,370.3,2.803
0,9.3,-6.4272,-39.26,-1.0265,NaN,-1.067,62.93,355.85,2.98
0,1.55,-9.0055,-44.17,-1.4563,NaN,-1.332,64.045,355.19,3.344
0,-6.2,-11.975,-49.127,-1.8986,NaN,-1.597,65.16,354.41,3.708
0,-41.5,-11.823,-60.474,-3.2102,NaN,-1.36,61.15,338.44,4.297
5.39,-59.7,-7.0825,-39.707,-2.852,0.76214,-1.274,59.44,331.06,2.747
