NET SW,NET LW,EH,EE,melt [cm ice eq. day],hourly albedo,TEMP,RH,Wind Speed
132.25,-27.657,11.92,1.4197,3.3268,0.66306,4.8692,74.257,2.2933
21.25,-69.352,18.005,9.2674,-0.58762,0.68635,3.7857,89.175,2.8765
10.75,-49.818,10.826,7.1638,-0.59458,0.65873,3.6033,93.25,2.2637
0,-97.15,0.82919,0.32533,-2.708,1,3.4503,87.275,1.3035
0,-107.22,0,-0,-3.0248,NaN,4.0505,70.203,0.86725
0,-99.275,0,-0,-2.8005,NaN,3.941,63.147,0.95075
0,-92.85,48.091,-58.39,-2.9098,NaN,3.526,48.815,5.792
0,-92.325,30.329,-37.828,-2.816,NaN,4.0825,41.683,3.866
0,-85.425,1.9352,-2.0976,-2.4144,NaN,4.5702,41.148,1.563
0,-82.51,1.451,-1.5961,-2.3317,NaN,5.2415,34.413,1.5925
0,-80.79,0.49326,-0.62618,-2.2828,NaN,4.2112,39.675,1.3573
0,-81.587,0,-0,-2.3016,NaN,4.0675,39.765,0.838
0,-77.292,8.0988,-9.9349,-2.2322,NaN,4.8915,33.822,2.0433
1.25,-80.335,22.014,-20.73,-2.1947,0.64286,4.816,43.028,2.9743
67,-94.09,43.529,-39.552,-0.65199,0.55482,4.4108,47.605,4.8165
159.25,-75.905,61.436,-44.028,2.8422,0.55046,5.6993,43.075,5.3065
285.25,-18,73.104,-44.662,8.3414,0.5341,6.7417,39.9,5.439
340.5,28,78.812,-48.409,11.253,0.53515,6.6022,40.63,5.8358
380.75,68.5,59.504,-36.126,13.333,0.53297,6.624,40.752,4.7435
437,112.17,34.396,-21.988,15.842,0.52552,6.245,41.995,3.484
452.25,130.48,43.853,-27.024,16.913,0.53268,6.8048,39.328,3.8708
411.25,88.45,34.397,-9.0841,14.81,0.5452,7.7353,47.733,3.3172
318,52.425,59.768,-16,11.684,0.56138,7.3722,49.287,4.513
253.25,25.3,50.554,-11.354,8.9636,0.59802,7.1318,52.058,4.1305
144.25,-33.425,65.543,-10.788,4.671,0.65136,6.515,57.208,5.1252
48.25,-73.685,60.552,-15.292,0.55924,0.75,6.0198,56.657,5.0715
2,-90.56,77.091,-39.215,-1.4298,0.94631,6.0755,47.578,6.0713
0.25,-92.4,86.804,-55.399,-1.7136,0,6.2243,42.165,6.5708
0,-87.9,81.694,-59.763,-1.861,NaN,5.5012,44.023,6.3063
0,-81.66,79.198,-65.239,-1.9098,NaN,5.296,42.64,6.3505
0,-73.688,85.483,-97.045,-2.4049,NaN,4.9555,35.957,7.3255
0,-65.763,69.38,-89.09,-2.4112,NaN,4.5623,35.5,6.458
0,-71.955,61.975,-37.758,-1.3467,NaN,5.1297,50.593,5.743
0,-73.558,63.003,-28.124,-1.0911,NaN,5.3155,54.42,5.6742
0,-70.562,58.139,-35.246,-1.3447,NaN,4.7748,53.285,5.7427
0,-77.523,67.212,-38.488,-1.3766,NaN,4.732,54.59,6.0318
0,-76.11,60.736,-58.863,-2.0942,NaN,5.2065,38.81,5.591
0,-76.392,69.519,-90.027,-2.7335,1,4.8392,32.308,6.1005
25,-72.94,57.739,-91.829,-2.314,0.57265,4.828,23.645,5.6643
127,-77.477,63.633,-78.669,0.97284,0.55044,6.0457,22.883,5.248
136.5,-70.414,41.337,-41.043,1.8726,0.5495,6.1915,30.082,3.876
392.25,35.3,8.3517,-4.6399,12.166,0.52382,8.9802,30.23,2.3078
403.25,65.075,0,-0,13.211,0.51649,10.81,23.205,1.3425
423.5,100.17,0,-0,14.773,0.5135,9.835,21.453,1.225
482.75,139.42,0,-0,17.551,0.51713,9.2525,33.473,1.1612
421,136.75,0.0057461,-0.00085028,15.734,0.533,8.0808,50.79,1.6903
368.25,110.5,0,0,13.505,0.55242,9.7725,53.057,1.6072
258,63.55,0.69681,0.025883,9.0912,0.58571,8.7643,55.635,1.8767
151.25,-1.3275,0,-0,4.2293,0.63794,7.8312,52.175,1.117
50.75,-73.18,0,-0,-0.63274,0.74173,8.4127,32.555,1.5975
2.25,-103.5,40.058,-32.012,-2.6292,0.93919,7.6345,27.483,3.567
0,-111.72,122.63,-116.89,-2.99,NaN,6.6465,28.133,7.835
0,-110.22,139.25,-130.12,-2.8518,NaN,6.8662,27.282,8.6125
0,-112.8,156.1,-112.8,-1.9606,NaN,7.6568,30.318,8.6575
0,-113.42,157.9,-113.96,-1.9601,NaN,8.0182,28.325,8.3625
0,-110.58,162.48,-123.18,-2.0105,NaN,8.1875,25.95,8.4275
0,-110.2,156.16,-106.65,-1.712,NaN,8.455,27.558,7.8435
0,-107.28,139.71,-104.13,-2.0224,NaN,7.707,29.148,7.698
0,-109.07,129.43,-106.38,-2.427,NaN,7.0365,30.305,7.811
0,-109.17,156.55,-128.35,-2.2841,NaN,7.6088,26.835,8.7375
0,-107.7,142.7,-112.12,-2.1756,NaN,7.363,29.627,8.23
1.25,-107.45,125.28,-110.34,-2.5745,0.58333,7.0547,28,7.541
64.25,-107.99,115.83,-101.81,-0.83836,0.53358,7.542,24.96,7.2325
182.75,-77.773,146.74,-111.37,3.959,0.51589,8.094,26.428,7.6988
303.25,-12.225,151.2,-119.57,9.1021,0.49647,8.1847,24.657,7.845
397.75,52.475,115.38,-88.503,13.459,0.49363,8.68,22.968,6.5367
467.25,106.25,156.34,-116.99,17.288,0.49018,9.395,20.21,7.8735
502.5,152.55,163.62,-104.63,20.143,0.49037,9.5025,24.325,8.1052
495,151.92,194.7,-127.65,20.141,0.50063,9.5125,23.595,8.6917
448.25,131.03,181.04,-98.002,18.684,0.51749,8.74,31.938,8.7962
371.75,101.48,173.56,-85.424,15.836,0.53834,8.52,34.985,8.6508
272.5,54.625,155.41,-92.763,10.995,0.56694,9.4775,26.245,7.7858
160,-14.772,142.27,-27.71,7.3285,0.61189,7.5892,51.083,7.9608
54.75,-70.221,94.825,-6.6836,2.05,0.6858,7.0972,57.975,6.424
3.75,-102.62,98.365,-3.1042,-0.10196,0.74138,6.8237,60.6,6.806
0,-113.6,122.77,-84.559,-2.1267,NaN,7.089,34.94,7.3545
0,-113.22,205.48,-205.25,-3.1877,NaN,8.275,15.8,10.545
0,-101.88,170.67,-138.04,-1.9533,NaN,8.1915,23.9,8.8477
0,-100.88,184.22,-132.32,-1.3817,NaN,7.8835,29.205,9.9232
0,-104.2,175.81,-90.756,-0.54011,NaN,7.8055,37.547,9.565
0,-103.97,170.49,-17.082,1.3943,NaN,7.3037,55.96,9.9125
0,-110,179.18,-157.3,-2.4859,NaN,6.628,30.978,11.48
0,-112.38,166.24,-129.69,-2.139,NaN,6.954,32.383,10.152
0,-114.7,201.42,-192.07,-2.9718,NaN,7.5462,22.062,11.335
0,-113.75,210.88,-219,-3.4378,NaN,7.3105,20.367,12.25
0.75,-114.23,150.5,-159.13,-3.4445,0.57143,7.4158,18.94,8.6185
65.5,-110.67,197.76,-208.32,-1.572,0.52277,7.9005,15.928,10.63
185.5,-79.828,160.73,-172.83,2.6398,0.50134,6.6662,23.585,10.239
308.25,-18.125,161.27,-182.83,7.5761,0.48215,7.1787,17.693,9.54
409.75,46.875,184.27,-186.04,12.831,0.47265,7.8585,17.91,9.9575
479.25,91.25,151.94,-168.24,15.634,0.47059,6.6015,22.918,9.774
513,107.48,88.179,-54.062,18.466,0.47236,4.225,57.328,8.863
495.5,102.4,73.462,-3.2144,18.848,0.48719,3.9863,74.067,7.826
214.5,46.775,56.906,35.06,9.9648,0.54434,2.7977,94.025,8.6375
123,24,71.134,59.732,7.8385,0.55993,2.9565,98.3,10.217
60,12.57,80.436,70.147,6.2951,0.56757,3.2477,98.7,10.518
17.75,10.633,106.32,94.686,6.471,0.56707,3.4005,98.975,13.277
8.75,12.827,90.768,82.18,5.4875,0.57317,3.5355,99.2,10.902
0.75,11.633,67.519,60.235,3.9532,0.625,3.0975,99.275,9.2568
0,3.1382,43.394,37.975,2.3839,NaN,2.6978,99.25,6.8308
0,10.143,17.116,14.905,1.1894,NaN,2.3913,99.4,3.5083
0,10.045,12.77,11.139,0.95782,NaN,2.2063,99.55,2.9645
0,8.109,15.124,13.038,1.0232,NaN,1.7315,99.675,3.7092
0,4.747,19.716,17.143,1.1737,NaN,1.8295,99.725,4.5765
0,4.8015,20.409,17.833,1.2142,NaN,1.7443,99.825,4.9688
0,8.2825,23.569,20.495,1.4767,NaN,1.8793,99.7,5.326
0,7.2983,22.632,19.657,1.3988,NaN,1.9872,99.625,4.8362
0,1.6728,8.6821,7.3449,0.4993,NaN,1.1943,99.75,3.0873
0,-13.02,7.3363,6.3319,0.0183,NaN,0.812,100,3.8367
0,-7.3102,5.7691,4.9268,0.095506,NaN,0.60525,99.975,4.0478
6.75,-0.47425,5.8938,4.8755,0.48084,0.625,0.5765,99.85,4.3415
67.75,40.537,6.2445,0.19713,3.2365,0.71292,0.488,96.625,5.434
259.25,-1.7,14.081,-6.5902,7.4767,0.56355,0.997,89.25,5.9975
407.25,-19,14.028,-12.247,11.003,0.50092,1.1907,83.453,5.0027
469.75,35.2,17.87,-6.3784,14.569,0.49435,1.6267,84.425,4.665
456.75,52.925,18.9,0.072811,14.913,0.50821,1.9025,87.225,4.2188
333.5,47.1,22.695,1.8993,11.43,0.54063,1.7405,89.3,5.5373
296,62.775,24.335,-5.0697,10.664,0.53876,1.7288,85.5,5.9777
215.25,35.975,22.492,-4.1019,7.6057,0.54275,1.3435,88.8,7.1093
126,9.625,16.114,-3.2263,4.1895,0.55398,1.0742,90.775,6.37
46.75,8.0175,15.112,8.5383,2.2121,0.56103,0.779,98.1,8.238
15.75,4.1625,13.24,10.832,1.2408,0.56552,0.65225,99.775,8.62
2.75,1.3565,10.968,9.3362,0.68861,0.57692,0.49325,99.975,9.4425
0,-10.081,0.41119,0.3054,-0.26417,NaN,0.02125,99.95,8.2172
0,-74.025,-12.793,-17.578,-2.945,NaN,-0.6055,96.925,8.9725
0,-71.955,-20.052,-28.873,-3.41,NaN,-0.80675,95.325,10.555
0,-88.78,-35.553,-84.748,-5.8981,NaN,-1.2352,81.433,12.223
0,-90.84,-34.646,-68.578,-5.4745,NaN,-1.387,84.255,10.608
0,-2.6603,-20.887,-16.88,-1.1404,NaN,-0.9065,100,9.785
0,4.1855,-7.4436,-6.075,-0.26328,NaN,-0.406,100,7.7858
0,-1.1702,-6.9661,-5.6833,-0.38985,NaN,-0.313,100,9.4512
0,-2.2837,-0.53763,-0.34666,-0.089369,NaN,-0.01975,100,11.56
0,-2.328,6.4683,5.5536,0.27346,NaN,0.237,100,11.59
0.25,-0.5515,11.602,9.937,0.5991,0.5,0.38075,100,12.94
10.25,-0.5835,21.387,18.205,1.3896,0.57292,0.67325,99.95,13.49
39,-3.775,23.626,19.15,2.2004,0.57838,0.7675,99.675,13.072
115.5,-21.1,20.957,13.476,3.6343,0.59826,0.65475,98.825,13.592
119.5,-20.875,28.75,18.692,4.1205,0.60594,0.8595,98.5,14.205
84.5,-20.39,28.877,20.459,3.2003,0.65369,0.903,98.85,13.58
104.25,-29.257,33.386,23,3.7061,0.65792,1.022,98.525,13.872
87.5,-17.688,41.751,29.141,3.9692,0.66118,1.173,98.375,15.115
68.75,-19.68,22.043,15.977,2.4568,0.66787,0.75475,99.15,12.402
45,-16.235,46.048,36.657,3.1445,0.66038,1.131,99.325,17.29
37.75,-7.98,62.234,52.345,4.072,0.63171,1.611,99.475,16.405
19,-0.5325,67.477,58.069,4.0626,0.61616,1.7868,99.625,16.038
6.5,5.2175,74.416,65.147,4.2676,0.5873,2.2088,99.6,14.308
0.5,5.8667,88.175,77.288,4.8473,0.71429,2.2375,99.6,16.735
0,7.9885,89.902,78.997,4.9899,NaN,2.52,99.45,15.15
0,10.36,92.434,82.365,5.2233,NaN,2.847,99.45,13.787
0,9.8725,99.293,88.376,5.5726,NaN,2.751,99.5,15.327
0,9.495,110.54,98.542,6.1659,NaN,2.8247,99.475,16.617
0,8.3135,108.19,96.162,5.9991,NaN,2.854,99.4,16.098
0,8.03,112.11,99.337,6.1915,NaN,2.7797,99.4,17.127
0,6.2965,96.859,84.391,5.2906,NaN,2.368,99.425,17.37
0,5.1152,83.498,72.674,4.5499,NaN,2.0337,99.625,17.435
0,6.4472,87.187,76.499,4.7994,NaN,2.3008,99.575,16.093
0,6.6407,91.237,80.355,5.0279,NaN,2.4272,99.55,15.963
0.25,7.6653,112.25,99.207,6.1884,0,2.5833,99.5,18.453
8.25,7.72,124.82,110.57,7.0909,0.54167,2.8715,99.325,18.46
39.5,2.6325,144.09,129.04,8.8935,0.54203,3.1578,99.3,19.377
60.75,-1.6425,161.18,143.32,10.257,0.54917,3.3935,98.95,20.17
58.5,-0.87,126.7,110.79,8.3251,0.55849,3.25,98.75,16.555
68.25,-2.23,128.36,112.23,8.6492,0.56039,3.061,98.925,17.808
112.25,-15.18,102.39,86.584,8.0691,0.58116,3.0032,98.375,14.477
121.5,-23.845,102.24,83.877,8.005,0.63238,2.892,97.975,15.013
138.25,-24.575,106.16,86.438,8.64,0.63618,3.2145,97.45,14.025
101.25,-15.105,95.738,78.159,7.3357,0.6215,2.7785,98.025,14.633
53.75,-4.3125,82.081,69.522,5.6713,0.60838,2.5715,98.825,13.555
47.75,-1.3875,88.311,77.594,5.988,0.58114,2.9367,99.125,12.77
17.25,6.3075,77.138,67.481,4.7442,0.58929,2.69,99.25,12.178
2.25,6.1472,60.819,52.888,3.4445,0.57143,2.0972,99.575,12.315
0,3.5513,46.188,40.17,2.5363,NaN,1.566,99.85,12.525
0,-0.19075,34.26,29.597,1.796,NaN,1.258,99.9,11.565
0,-12.474,35.042,28.51,1.4409,NaN,1.2195,99.425,12.203
0,-14.702,20.614,17.009,0.64659,NaN,0.68525,99.8,12.775
0,-4.4225,13.814,11.654,0.59367,NaN,0.5945,99.925,9.8675
0,-17.782,2.8727,2.3734,-0.35365,NaN,0.1465,99.95,8.327
0,-54.188,1.8336,-6.3854,-1.657,NaN,0.09175,96.55,8.4868
0,-42.52,-2.6584,-3.5032,-1.3733,NaN,-0.45,97.975,2.5088
0,-30.833,-2.3166,-1.8687,-0.98784,NaN,-0.97475,100,1.0092
0,-96.645,20.685,-34.903,-3.1274,NaN,1.901,62.905,4.6208
0.5,-112.15,76.027,-99.919,-3.8236,0.5,3.4405,47.477,9.384
44.5,-111.69,36.527,-66.414,-2.7386,0.49432,3.0035,42.395,5.1645
178.75,-98.1,81.272,-102.17,1.6857,0.48188,6.8705,15.408,5.821
312.5,-44.675,87.552,-101.26,7.1685,0.46672,8.185,10.031,5.527
416.5,10.525,101.18,-109.57,11.81,0.45768,8.2873,12.35,6.0955
487.5,69.9,71.4,-67.082,15.846,0.45576,8.8275,15.09,4.6597
523.75,125.1,20.492,-6.924,18.687,0.46116,7.329,46.83,2.7392
511.75,148.23,29.185,-11.676,19.112,0.46928,5.7565,53.182,3.2732
480.75,130.1,28.178,-18.42,17.507,0.47516,6.9165,37.28,3.097
404.25,109.6,15.689,-6.4471,14.756,0.49167,6.872,46.462,2.5185
298,68.45,0,0,10.337,0.51545,6.8527,64.685,1.382
174.5,-10.35,0,0,4.6306,0.55823,6.4117,69.097,0.588
65.5,-78.021,11.295,-11.165,-0.34955,0.64499,7.0965,23.705,2.3225
6.25,-107.25,125.31,-123.74,-2.8048,0.77273,7.2202,22.905,7.3703
0,-106.78,161.72,-161.12,-2.9952,NaN,7.723,19.285,8.8925
0,-103.92,169.91,-174.54,-3.0624,NaN,8.2225,14.975,8.775
0,-99.35,169.61,-177.73,-3.0319,NaN,7.8652,16.365,9.1575
0,-98.825,149.54,-161.75,-3.1324,NaN,7.2513,19.14,8.7575
0,-100.55,142.11,-148.13,-3.0062,NaN,7.5645,18.525,7.978
0,-96.85,148.8,-145.52,-2.6395,NaN,7.907,18.855,7.9918
0,-91.825,168.01,-161.9,-2.4179,NaN,8.515,15.835,8.3793
0,-95.5,175.84,-174.12,-2.6456,NaN,8.7825,13.245,8.5025
0,-103.88,163.26,-163.05,-2.9243,NaN,8.525,14.35,8.1325
0,-113.32,137.94,-134.33,-3.0951,NaN,8.8125,13.755,7.4478
0.25,-111.35,126.78,-124.25,-3.0627,0.5,8.525,15.11,7.1245
51.5,-98.928,112.79,-101.75,-1.0267,0.53499,8.4425,18.737,6.5415
173.75,-73.565,124.51,-98.917,3.5482,0.4794,9.3,18.718,6.6248
304.25,0.375,88.945,-65.051,9.2674,0.45007,10.203,17.305,5.0125
407,81.9,64.169,-50.629,14.174,0.44532,9.685,17.122,4.248
485.5,121.3,189.15,-162.42,17.872,0.43873,9.5875,14.607,8.3783
529.25,147.12,197.38,-146.03,20.529,0.43742,8.475,25.145,9.89
496.25,144.12,177.85,-129,19.443,0.44876,8.655,24.805,8.7265
405.25,104.52,216.14,-87.925,17.997,0.4659,8.0958,40.43,11.338
418,120.1,196.14,-56.989,19.105,0.47668,7.7302,46.725,10.775
219,55.7,83.396,52.224,11.575,0.49713,3.805,91.925,9.3075
88.25,1.0125,88.101,46.796,6.3234,0.50629,3.9237,89.203,9.535
15.25,-19.104,93.39,67.653,4.4343,0.53788,2.9607,95.9,13.395
2,-5.7337,66.882,51.621,3.2376,0.55556,2.8458,97.05,9.9805
0,-54.83,67.115,38.615,1.4359,NaN,2.685,93.5,10.615
0,-105.53,95.358,7.8504,-0.065365,NaN,3.1655,81.488,12.793
0,-101.75,117.31,-35.745,-0.56937,NaN,3.6705,69.43,13.573
0,-65.993,44.814,20.469,-0.020021,NaN,2.6433,91.355,7.1997
0,-50.05,5.9118,4.0456,-1.131,NaN,1.6835,97.4,2.0382
0,-104.53,87.202,-97.679,-3.2442,NaN,4.697,38.875,7.884
0,-21.133,1.3763,0.93089,-0.53106,NaN,0.5445,99.175,1.3475
0,-8.3167,0.05598,0.010702,-0.23273,NaN,0.0165,99.875,1.4407
0,-47.784,-2.5783,-7.7143,-1.6383,NaN,-0.43475,91.528,2.5185
0,-91.243,-1.9804,-27.32,-3.4005,NaN,-0.2875,66.935,2.9253
0,-84.282,34.67,-66.113,-3.2646,1,3.719,29.457,4.5228
44,-90.55,43.322,-52.615,-1.5753,0.55556,3.569,48.307,5.1547
167.25,-94.79,59.368,-43.774,2.484,0.48499,4.2663,53.608,5.9095
300.25,-38.275,69.819,-40.682,8.2122,0.45085,5.7758,46.99,5.8115
410.25,26.525,67.543,-19.601,13.674,0.43917,5.8078,56.545,5.6398
490.5,80.9,46.125,-5.3482,17.269,0.43458,5.0008,66.528,4.6452
534,127.65,41.905,-8.4716,19.608,0.43342,4.4655,67.023,4.6402
533.25,133.08,56.79,-23.908,19.724,0.44045,5.1917,56.012,5.3117
491.5,116.17,38.892,-2.3403,18.173,0.45252,4.999,68.233,4.116
414.75,79.525,32.285,15.194,15.283,0.46878,3.614,88.6,4.3613
274.5,59.05,26.186,11.977,10.486,0.49237,3.1967,89.6,4.023
184.75,-25.65,30.943,13.874,5.7524,0.52044,3.7395,87.66,4.1305
79.25,-80.06,30.314,10.947,1.1411,0.54972,3.2092,87.43,4.503
5.25,-108.58,60.194,-51.131,-2.6591,0.60377,4.9757,44.43,5.7333
0,-104.9,58.062,-56.02,-2.9016,NaN,5.2763,38.355,5.346
0,-98.425,52.289,-61.474,-3.0356,NaN,5.0548,33.79,5.0715
0,-97.625,58.906,-76.977,-3.2638,NaN,4.9795,30.53,5.6303
0,-87.95,58.603,-72.442,-2.8714,NaN,5.4305,28.372,5.282
0,-76.022,65.152,-73.721,-2.3863,NaN,5.8718,27.912,5.444
0,-82.775,67.643,-76.471,-2.5841,NaN,5.6383,29.938,5.7628
0,-88.65,90.38,-99.453,-2.7567,NaN,5.8368,29.25,6.5758
0,-88.275,95.556,-105,-2.7565,NaN,6.1117,27.05,6.6395
0,-76.987,86.728,-90.36,-2.2742,NaN,6.34,27.237,6.478
0,-68.403,83.312,-78.431,-1.7919,NaN,6.54,29.318,6.1348
0.25,-56.51,89.053,-75.896,-1.2159,0,6.9792,29.553,6.1837
15,-40.687,113.38,-102.73,-0.42416,0.53846,7.9302,21.545,6.855
85,-39.877,119.87,-105.79,1.6702,0.51289,8.4875,19.285,6.8352
206.5,-7,143.55,-125.73,6.1308,0.46606,8.995,16.843,7.58
376,74.8,147.39,-134.08,13.092,0.44686,9.215,14.293,7.6102
449.5,128.95,119.26,-100.65,16.843,0.44005,9.4525,15.885,6.3495
458.25,160.7,121.92,-107.35,17.871,0.4437,9.73,12.997,6.3407
366.75,105.35,133.25,-119.18,13.715,0.45626,9.4125,13.945,6.9235
359,90.275,196.65,-185.59,12.986,0.46217,9.3175,12.337,8.9625
258.5,48.375,178.51,-175.19,8.7507,0.47486,8.4675,15.385,8.9527
292.25,42.475,188.76,-194.42,9.2827,0.48274,8.27,14.58,9.6925
188.25,-25.65,174.69,-161.1,4.9701,0.5216,7.0182,26.7,10.57
39.5,-93.308,116.01,-104.06,-1.1809,0.56233,5.461,38.998,9.021
2.75,-77.705,105,-29.403,0.018033,0.54167,4.2843,65.98,10.408
0,-3.0585,92.004,68.508,4.4417,NaN,3.295,95.775,11.857
0,-16.915,87.562,49.053,3.3767,NaN,3.1373,92.025,11.852
0,-53.457,82.364,29.59,1.6502,NaN,3.0783,87.875,11.363
0,-79.645,102.26,9.5384,0.90711,NaN,3.1197,81.963,13.92
0,-42.537,59.65,-1.5909,0.43786,NaN,2.014,86.075,12.578
0,-56.185,65.215,-46.581,-1.0593,NaN,2.2993,72.657,12.045
0,-19.873,62.613,38.984,2.3054,NaN,2.3635,95.125,11.25
0,-3.4535,69.336,51.184,3.3024,NaN,2.5112,96.9,11.725
0,-3.9358,76.039,64.535,3.8545,NaN,2.8438,98.6,11.355
0,4.8135,73.508,63.992,4.0146,NaN,3.1872,98.725,9.794
0,3.891,68.213,58.952,3.6971,NaN,2.6262,99.1,11.03
7,2.2363,54.022,46.154,3.0865,0.52542,1.9688,99.425,11.652
31.25,3.5225,49.377,41.435,3.5427,0.53704,1.868,99.275,11.225
38,1.275,37.263,30.862,3.0297,0.59788,1.5245,99.375,10.38
67.75,-7.305,41.156,32.517,3.7834,0.59673,1.727,98.725,10.12
79.5,-2.1675,33.649,25.577,3.8523,0.6015,1.4307,98.675,9.9875
80.5,2.9325,27.734,21.482,3.742,0.60099,1.2678,99,9.2903
78,-31.415,20.175,12.896,2.2471,0.61529,0.832,98.475,10.297
73.75,-26.782,41.385,31.246,3.3738,0.64199,1.4245,98.625,12.338
48,-0.24,52.263,42.479,4.0199,0.64246,1.7275,99.025,12.848
44,-3.125,45.931,36.807,3.4871,0.6386,1.7792,98.825,10.962
24.75,4.1875,46.232,38.049,3.1939,0.63869,1.6763,99.2,11.713
10.5,3.91,35.332,29.248,2.2283,0.63158,1.1535,99.6,13.008
1,3.204,29.138,24.99,1.6455,0.71429,0.984,99.925,12.575
0,3.0788,29.856,25.742,1.6553,NaN,1.1252,99.925,11.267
0,2.1033,18.226,15.684,1.0159,NaN,0.68875,100,11.238
0,0.86925,6.5401,5.6027,0.36707,NaN,0.3255,100,8.5325
0,-24.756,-5.3431,-4.4977,-0.97595,NaN,-0.32725,99.925,6.9335
0,-122.67,-13.26,-33.067,-4.7675,NaN,-0.8475,86.825,6.6445
0,-119.9,-12.338,-40.354,-4.8688,NaN,-0.85475,80.57,6.1298
0,-118.67,-8.5067,-42.134,-4.7763,NaN,-0.65825,75.192,5.488
0,-116.05,-14.64,-49.418,-5.0808,NaN,-1.142,72.293,5.444
0,-118.35,1.0729,-81.231,-5.5998,NaN,0.07475,50.585,6.0955
0,-116.67,10.883,-105.6,-5.9634,NaN,0.591,48.1,7.8197
0,-117.5,1.4723,-71.029,-5.2768,1,0.0845,64.198,7.399
33,-120.84,10.317,-97.677,-4.9423,0.6442,0.57725,50.393,7.5897
135,-106.65,16.1,-99.203,-1.5446,0.57547,1.1207,36.93,6.1005
244.75,-57.375,18.252,-54.847,4.2535,0.55276,2.3675,32.252,3.714
346,-24.925,6.0796,-10.076,8.9447,0.52748,2.3582,55.755,1.8815
430.5,63,12.373,-14.847,13.852,0.5094,2.6298,60.097,2.6557
470.75,96.575,3.9159,-2.8476,16.034,0.50185,3.5227,60.423,1.6412
469.5,100.9,1.2791,-0.52797,16.112,0.49678,4.7003,59.49,1.5142
440.5,93.9,5.2414,-0.9598,15.196,0.49801,5.3018,62.82,1.8815
372.5,57.575,0,-0,12.132,0.5063,4.6227,61.075,0.877
205.5,-11.15,16.573,-2.1999,5.888,0.5446,3.1378,76.955,2.95
140,-24.8,2.7843,-0.52022,3.3136,0.55591,3.1255,75.86,1.4945
29,-71.047,4.7661,-3.0299,-1.1372,0.58719,1.7637,79.47,1.7835
2.75,-121.12,22.509,-56.282,-4.292,0.56,1.9353,50.438,4.9392
0,-105.88,7.1891,-51.79,-4.2449,NaN,0.69925,53.48,4.366
0,-86.558,8.8562,-22.804,-2.8352,NaN,1.6247,56.627,2.724
0,-95.2,-1.4175,-10.282,-3.0156,NaN,-0.2275,87.075,2.646
0,-63.188,-0.19029,-7.4784,-1.9988,NaN,-0.05075,82.965,1.5922
0,-45.055,-1.1869,-28.852,-2.1184,NaN,-0.158,67.407,3.19
0,-43.735,-0.33516,-23.168,-1.8968,NaN,-0.047,72.02,3.0282
0,-48.652,-1.0757,-15.009,-1.8262,NaN,-0.181,79.085,2.5238
0,-46.718,-4.681,-7.369,-1.6578,NaN,-0.91775,93.475,2.166
0,-43.495,-8.7359,-7.0594,-1.6726,NaN,-1.2018,99.925,3.087
0,-82.582,-8.8628,-13.108,-2.9494,NaN,-1.1655,92.55,3.2292
0.25,-96.725,-10.358,-23.749,-3.6837,0,-1.3747,80.278,3.1995
37.75,-93.6,-1.5323,-34.335,-2.5873,0.58402,-0.20525,60.96,3.1702
149.5,-82.463,0.44006,-17.987,1.3961,0.54902,0.06575,76.282,2.8422
234.25,-46.825,5.8144,-15.754,5.0068,0.51375,0.70775,79.168,3.4888
303.75,5.3,6.3322,-5.9397,8.7293,0.49417,0.834,87.725,3.2242
295.75,33.975,5.3381,-7.0631,9.2528,0.50168,0.52275,90.475,4.3365
369.5,50.475,9.2306,-6.9443,11.912,0.48249,1.061,86.175,3.6945
346.75,52.95,10.19,-2.9504,11.48,0.47542,1.1575,89.275,3.7385
169.5,19.495,11.985,0.84518,5.6934,0.49815,1.0922,93,4.6597
96.5,-10.767,10.091,4.1274,2.8196,0.6212,0.6225,97.675,6.884
92,0.0175,11.431,0.094607,2.9209,0.58791,0.81875,94.275,5.9287
23,-8.598,4.363,2.0469,0.5871,0.68707,0.241,99.2,7.688
12.25,-10.977,7.5949,5.3599,0.40137,0.66667,0.3325,99.575,9.7
1.75,-5.9857,3.4565,2.5579,0.050175,0.63158,0.16525,99.825,8.8825
0,-5.244,-0.10188,-0.12784,-0.15441,NaN,-0.00475,99.95,9.108
0,-2.123,-1.7085,-1.3438,-0.14599,NaN,-0.07925,100,9.155
0,-3.2118,-5.9433,-4.8447,-0.39493,NaN,-0.273,100,9.245
0,-3.6675,-8.5715,-6.9957,-0.54261,NaN,-0.35625,100,10.217
0,-2.9548,-7.6715,-6.2614,-0.47639,NaN,-0.36625,100,8.895
0,-2.1703,-6.8366,-5.5792,-0.41147,NaN,-0.3375,100,8.6022
0,-1.1647,-6.9578,-5.6789,-0.38933,NaN,-0.38725,100,7.63
0,-5.8048,-14.049,-11.407,-0.88183,NaN,-0.7185,100,8.3033
0,-1.441,-15.136,-12.305,-0.81476,NaN,-0.663,100,9.695
0,-2.8825,-18.747,-15.203,-1.039,NaN,-0.769,100,10.352
0,-3.2145,-5.9636,-4.8521,-0.39579,NaN,-0.228,100,11.107
12,-5.1433,-2.6117,-2.0711,0.061327,0.69811,-0.0925,100,11.99
33.5,-3.8275,-1.6467,-1.7736,0.74057,0.63686,-0.0555,99.85,12.6
